state,h_tract,w_tract,workers,flow_share,h_lat,h_lon,w_lat,w_lon,median_income,pop_total,nh_white,nh_black,hispanic,base_km,base_min,base_cameras,avoid_km,avoid_min,avoid_cameras,extra_km,extra_min,cameras_evaded
oh,39035174205,39035134203,8,0.0000016519,41.4092354,-81.9089853,41.3773793,-81.8795904,63455.0,4746.0,3668.0,103.0,693.0,5.8514,8.6807,0,5.8514,8.6807,0,0.0,0.0,0
ca,06037571701,06037311601,3,0.0000001783,33.847882,-118.199443,34.1535332,-118.334357,77409.0,6655.0,634.0,729.0,4823.0,45.8607,32.3602,0,45.8607,32.3602,0,0.0,0.0,0
nc,37101041111,37183052701,101,0.0000239924,35.6307823,-78.5473406,35.8339214,-78.6206175,61994.0,3682.0,2044.0,1189.0,408.0,34.8754,23.8463,0,34.8754,23.8463,0,0.0,0.0,0
oh,39017010103,39017010104,486,0.0001003528,39.4917485,-84.7561403,39.5070402,-84.7345237,70357.0,5536.0,4669.0,255.0,80.0,3.855,4.5582,0,3.855,4.5582,0,0.0,0.0,0
ny,36055012202,36055011901,21,0.0000025949,43.092052,-77.4935182,43.1129564,-77.4585563,110800.0,3766.0,3191.0,320.0,86.0,4.8141,6.0855,0,4.8141,6.0855,0,0.0,0.0,0
co,08059011101,08031004308,8,0.0000031496,39.7325308,-105.1017729,39.7297392,-104.9357473,69225.0,3656.0,2292.0,14.0,793.0,15.4999,16.1092,0,15.4999,16.1092,0,0.0,0.0,0
pa,42043021903,42043020100,172,0.0000333408,40.2997364,-76.8601816,40.2575579,-76.8817265,76663.0,3479.0,1480.0,1068.0,332.0,6.9403,8.5347,0,6.9403,8.5347,0,0.0,0.0,0
ny,36067011600,36067003200,116,0.0000143339,43.1708754,-76.3420149,43.0478234,-76.1503626,98828.0,5509.0,4940.0,4.0,149.0,22.1399,18.7439,0,22.1399,18.7439,0,0.0,0.0,0
tn,47065011205,47065003100,237,0.0000861962,35.1374052,-85.0479717,35.0490212,-85.310006,107747.0,8079.0,7188.0,500.0,286.0,32.7584,32.014,0,32.7584,32.014,0,0.0,0.0,0
nc,37057060203,37067003309,11,0.0000026130,35.9486797,-80.2279086,36.089206,-80.1737012,74167.0,6310.0,5581.0,321.0,336.0,22.069,19.7166,0,22.069,19.7166,0,0.0,0.0,0
ny,36005028800,36005024800,6,0.0000007414,40.8542921,-73.8514721,40.8553409,-73.8584097,86757.0,2784.0,1602.0,233.0,321.0,1.0082,1.6803,0,1.0082,1.6803,0,0.0,0.0,0
wa,53033024703,53033009300,57,0.0000178848,47.5280151,-122.1851357,47.5771253,-122.330936,192898.0,3917.0,2149.0,71.0,39.0,21.013,18.5458,0,21.013,18.5458,0,0.0,0.0,0
il,17171970600,17081050700,1,0.0000001890,39.7056011,-90.5162334,38.363773,-88.9157612,77614.0,1721.0,1599.0,0.0,53.0,257.4861,212.0593,0,257.4861,212.0593,0,0.0,0.0,0
nc,37081011102,37081010601,12,0.0000028506,36.0534918,-79.7574125,36.0677177,-79.8389825,44300.0,2311.0,51.0,1915.0,184.0,9.0631,10.5727,0,9.0631,10.5727,0,0.0,0.0,0
mo,29099700206,29510114102,18,0.0000075256,38.4121973,-90.5052113,38.5892969,-90.2975907,65829.0,5161.0,4619.0,0.0,207.0,34.4177,33.6911,0,34.4177,33.6911,0,0.0,0.0,0
mo,29145020900,29145020501,30,0.0000125426,36.8860124,-94.2531927,37.0338034,-94.4733359,51346.0,4221.0,3732.0,15.0,53.0,35.3312,38.9819,0,35.3312,38.9819,0,0.0,0.0,0
tn,47037019121,47157004200,2,0.0000007274,36.0230594,-86.6995486,35.1482118,-90.0584855,88977.0,3541.0,2540.0,409.0,223.0,343.937,221.8845,0,343.937,221.8845,0,0.0,0.0,0
va,51107611810,51107611026,18,0.0000054585,38.9401988,-77.5903265,38.9742669,-77.5389276,237677.0,7353.0,3995.0,141.0,548.0,8.7368,9.5088,0,8.7368,9.5088,0,0.0,0.0,0
va,51153901234,51153901219,13,0.0000039422,38.647253,-77.4083755,38.7037005,-77.3683537,186400.0,2986.0,1798.0,294.0,460.0,10.3101,12.9466,0,10.3101,12.9466,0,0.0,0.0,0
mo,29077001301,29077002600,20,0.0000083617,37.1634067,-93.2857277,37.1598809,-93.2515731,45280.0,2514.0,1778.0,178.0,199.0,3.5409,4.073,0,3.5409,4.073,0,0.0,0.0,0
co,08059009815,08014030400,2,0.0000007874,39.8511631,-105.1322054,39.9360047,-105.0693068,157344.0,5328.0,4459.0,0.0,485.0,14.684,16.0733,0,14.684,16.0733,0,0.0,0.0,0
tn,47037017901,47037016500,334,0.0001214748,36.108281,-86.8271572,36.1456055,-86.80501,114735.0,5739.0,4878.0,117.0,76.0,6.4339,7.3766,0,6.4339,7.3766,0,0.0,0.0,0
fl,12071050317,12071050601,8,0.0000009091,26.3539683,-81.801712,26.3286577,-81.8185864,56383.0,2855.0,2159.0,6.0,554.0,5.407,5.833,0,5.407,5.833,0,0.0,0.0,0
ga,13117130406,13117130509,26,0.0000062048,34.1768153,-84.1672478,34.1990018,-84.1097848,108760.0,7006.0,3856.0,378.0,1554.0,9.0531,9.8271,0,9.0531,9.8271,0,0.0,0.0,0
nc,37063002035,37063002200,193,0.0000458469,35.9341953,-78.8821254,35.9994119,-78.9017906,83836.0,6561.0,2534.0,2735.0,522.0,8.2829,10.4276,0,8.2829,10.4276,0,0.0,0.0,0
nc,37183052811,37183053003,51,0.0000121150,35.75106,-78.557097,35.7491524,-78.7480848,57453.0,9740.0,752.0,5531.0,2889.0,21.3945,18.3429,0,21.3945,18.3429,0,0.0,0.0,0
tn,47037019200,47187050304,52,0.0000189122,36.1711529,-86.7520191,36.0276458,-86.8024746,92500.0,3750.0,2604.0,847.0,33.0,19.8606,16.0441,0,19.8606,16.0441,0,0.0,0.0,0
oh,39035134300,39035134203,13,0.0000026843,41.3689736,-81.8456951,41.3773793,-81.8795904,65872.0,4313.0,3232.0,326.0,218.0,4.6045,7.0406,0,4.6045,7.0406,0,0.0,0.0,0
oh,39035115800,39173020701,1,0.0000002065,41.4471239,-81.6331841,41.5677874,-83.5596806,30659.0,2803.0,1102.0,1309.0,155.0,176.6619,119.8948,0,176.6619,119.8948,0,0.0,0.0,0
wa,53061053802,53061052108,28,0.0000087855,47.862844,-121.8287365,47.8311543,-122.1027753,81475.0,6330.0,4556.0,47.0,1283.0,27.4268,25.7483,0,27.4268,25.7483,0,0.0,0.0,0
pa,42029300400,42029300103,14,0.0000027138,40.0331475,-75.5153634,40.0466393,-75.4835273,115743.0,3389.0,2781.0,50.0,113.0,3.8143,5.821,0,3.8143,5.821,0,0.0,0.0,0
ca,06083002932,06083003001,68,0.0000040423,34.4804802,-120.0289161,34.431449,-119.819417,118594.0,2321.0,1202.0,0.0,942.0,23.3454,24.3444,0,23.3454,24.3444,0,0.0,0.0,0
pa,42079214200,42037050700,1,0.0000001938,41.2033134,-75.9933448,41.0498393,-76.2573071,57024.0,2876.0,2442.0,94.0,320.0,34.8893,41.8826,0,34.8893,41.8826,0,0.0,0.0,0
fl,12053040911,12119910602,1,0.0000001136,28.4711974,-82.4579738,28.6670482,-82.2136381,85601.0,6450.0,4807.0,291.0,1010.0,48.9976,53.3067,0,48.9976,53.3067,0,0.0,0.0,0
tn,47037017300,47187050904,2,0.0000007274,36.1195065,-86.7427953,35.9326035,-86.8482313,53388.0,3360.0,1230.0,296.0,1216.0,26.9802,21.6206,0,26.9802,21.6206,0,0.0,0.0,0
wa,53067010910,53063012000,1,0.0000003138,47.0150857,-122.928073,47.6658881,-117.2719325,78958.0,7735.0,4958.0,222.0,773.0,529.0418,331.2507,0,529.0418,331.2507,0,0.0,0.0,0
nc,37169070200,37157040900,13,0.0000030881,36.4620598,-80.245113,36.422529,-79.9483621,46739.0,3413.0,3272.0,51.0,56.0,43.4821,49.6514,0,43.4821,49.6514,0,0.0,0.0,0
wa,53053071603,53053063301,3,0.0000009413,47.1642608,-122.4170286,47.1982231,-122.4027137,76176.0,3737.0,1610.0,784.0,947.0,4.8989,6.0689,0,4.8989,6.0689,0,0.0,0.0,0
mo,29510106700,29510112400,28,0.0000117064,38.6681216,-90.2527465,38.6450577,-90.2610352,56173.0,3347.0,11.0,3193.0,124.0,3.6163,5.7333,0,3.6163,5.7333,0,0.0,0.0,0
mo,29510127300,29510112100,16,0.0000066894,38.6192983,-90.235722,38.6404151,-90.282082,63529.0,4626.0,1346.0,2573.0,179.0,6.6132,8.6844,0,6.6132,8.6844,0,0.0,0.0,0
nc,37105030300,37105030703,30,0.0000071265,35.4691018,-79.174001,35.5863886,-79.1438828,26383.0,3158.0,316.0,1286.0,1497.0,17.261,15.4211,0,17.261,15.4211,0,0.0,0.0,0
ga,13267950202,13109970200,18,0.0000042956,32.0092578,-82.1405539,32.127138,-81.9457166,48881.0,6036.0,2464.0,2095.0,1273.0,30.3441,31.8707,0,30.3441,31.8707,0,0.0,0.0,0
az,04013422309,04013115200,33,0.0000114670,33.3570528,-111.8157213,33.4139109,-112.0014967,98500.0,5140.0,3078.0,314.0,551.0,22.9004,19.2389,0,22.9004,19.2389,0,0.0,0.0,0
mo,29189218402,29189215234,32,0.0000133788,38.5887352,-90.4205774,38.6483216,-90.495555,130398.0,4762.0,4116.0,37.0,101.0,12.8708,12.2842,0,12.8708,12.2842,0,0.0,0.0,0
mo,29019001109,29019000700,11,0.0000045990,38.9002493,-92.3512496,38.9582991,-92.3523423,55127.0,5488.0,4710.0,264.0,139.0,8.0493,9.6055,0,8.0493,9.6055,0,0.0,0.0,0
mo,29037060309,29095015900,12,0.0000050170,38.8207185,-94.4295683,39.1014062,-94.575454,91250.0,3866.0,2762.0,557.0,94.0,40.2163,35.988,0,40.2163,35.988,0,0.0,0.0,0
ga,13009970301,13009970501,64,0.0000152733,33.1647755,-83.3505401,33.0842289,-83.2532359,81136.0,2740.0,1769.0,877.0,24.0,18.74,18.5666,0,18.74,18.5666,0,0.0,0.0,0
nc,37127010900,37065021000,4,0.0000009502,36.090927,-78.0048107,35.9072465,-77.5221179,45449.0,5024.0,2322.0,2223.0,176.0,58.827,45.578,0,58.827,45.578,0,0.0,0.0,0
ca,06061020714,06067006705,3,0.0000001783,38.7246552,-121.2750015,38.632475,-121.463671,104737.0,3602.0,2732.0,17.0,515.0,22.8084,17.5639,0,22.8084,17.5639,0,0.0,0.0,0
va,51085320400,51087200503,30,0.0000090975,37.7231726,-77.5209363,37.6294112,-77.4961347,87049.0,5455.0,4182.0,497.0,452.0,14.2077,15.7197,0,14.2077,15.7197,0,0.0,0.0,0
wa,53011041400,53011041329,89,0.0000279254,45.579607,-122.4326858,45.6134323,-122.4888803,93706.0,5738.0,4554.0,39.0,438.0,8.9268,8.9621,0,8.9268,8.9621,0,0.0,0.0,0
mo,29095012600,29095013100,3,0.0000012543,39.004868,-94.4707274,38.9245792,-94.5181388,59103.0,5377.0,2378.0,2104.0,632.0,11.8105,14.1503,0,11.8105,14.1503,0,0.0,0.0,0
nc,37117970300,37183052701,19,0.0000045134,35.8674648,-77.0867785,35.8339214,-78.6206175,36707.0,3803.0,1475.0,1650.0,529.0,159.5132,103.9068,0,159.5132,103.9068,0,0.0,0.0,0
pa,42133021712,42133021100,64,0.0000124059,39.8526989,-76.8304971,40.0158402,-76.7299957,81054.0,6283.0,6057.0,57.0,102.0,24.3348,30.7273,0,24.3348,30.7273,0,0.0,0.0,0
wa,53011040510,53011040513,21,0.0000065891,45.6128877,-122.3273968,45.5858985,-122.3316098,125375.0,5446.0,4850.0,0.0,274.0,4.8778,8.2264,0,4.8778,8.2264,0,0.0,0.0,0
nc,37001022002,37081012618,5,0.0000011877,35.976536,-79.2885164,36.0580785,-79.8630369,57031.0,4364.0,2962.0,243.0,830.0,58.5539,46.8307,0,58.5539,46.8307,0,0.0,0.0,0
wa,53025010402,53025010500,147,0.0000461239,47.3110927,-119.5167792,47.1821484,-119.9073492,58333.0,5503.0,3273.0,82.0,1888.0,40.1528,37.9145,0,40.1528,37.9145,0,0.0,0.0,0
pa,42111021400,42111020900,107,0.0000207410,39.9074085,-78.9810264,40.0274537,-79.0161233,52381.0,4299.0,4160.0,11.0,40.0,21.6598,20.8374,0,21.6598,20.8374,0,0.0,0.0,0
wa,53015000705,53053940002,12,0.0000037652,46.1675495,-123.003619,47.2491493,-122.3641906,72750.0,3791.0,2649.0,0.0,462.0,165.5731,113.5235,0,165.5731,113.5235,0,0.0,0.0,0
va,51059480502,51059482205,38,0.0000115234,38.9942965,-77.3831614,38.9538267,-77.3446112,181144.0,6319.0,4719.0,243.0,464.0,8.1539,9.1521,0,8.1539,9.1521,0,0.0,0.0,0
va,51153901504,51153901421,21,0.0000063682,38.8102603,-77.5879954,38.7743603,-77.5841256,107448.0,4756.0,3417.0,672.0,205.0,6.0088,8.6988,0,6.0088,8.6988,0,0.0,0.0,0
az,04019004042,04019004118,41,0.0000142469,32.228142,-110.781232,32.1512228,-110.8922273,71875.0,5443.0,3609.0,164.0,1265.0,21.3985,22.145,0,21.3985,22.145,0,0.0,0.0,0
az,04015954802,04015953901,19,0.0000066022,34.6881215,-113.9328965,35.2325352,-114.0285059,38551.0,4369.0,2787.0,247.0,958.0,82.0032,104.6077,0,82.0032,104.6077,0,0.0,0.0,0
fl,12031012202,12031016725,12,0.0000013636,30.3002019,-81.7455794,30.2027919,-81.5671075,47210.0,4740.0,1975.0,1687.0,660.0,26.4777,22.5107,0,26.4777,22.5107,0,0.0,0.0,0
nc,37101040905,37183053004,6,0.0000014253,35.5407285,-78.4105075,35.7348869,-78.7679969,83681.0,5567.0,3581.0,667.0,540.0,47.5094,39.9581,0,47.5094,39.9581,0,0.0,0.0,0
il,17097863603,17097864110,15,0.0000028347,42.2985616,-87.9826815,42.3089519,-88.0572792,240118.0,3469.0,2816.0,31.0,165.0,10.0254,12.632,0,10.0254,12.632,0,0.0,0.0,0
ny,36019103200,36019101600,42,0.0000051899,44.6832332,-73.4439143,44.6827557,-73.5052401,61899.0,2198.0,2084.0,5.0,26.0,6.7449,8.0369,0,6.7449,8.0369,0,0.0,0.0,0
mo,29047020202,29047022100,153,0.0000639673,39.1737247,-94.5893094,39.1350616,-94.5750056,91939.0,4859.0,3481.0,362.0,667.0,5.7488,6.6136,0,5.7488,6.6136,0,0.0,0.0,0
wa,53033011001,53033021906,3,0.0000009413,47.5384101,-122.2861704,47.7406439,-122.1648554,42039.0,5177.0,783.0,1762.0,233.0,35.5849,34.6777,0,35.5849,34.6777,0,0.0,0.0,0
ca,06059086502,06059086303,52,0.0000030912,33.85032,-117.9120904,33.8118256,-117.8907963,79435.0,6260.0,267.0,9.0,5725.0,5.894,7.3825,0,5.894,7.3825,0,0.0,0.0,0
tn,47157021746,47157021758,2,0.0000007274,35.0393417,-89.8375054,35.0429849,-89.8507603,48875.0,3910.0,116.0,3441.0,353.0,2.2844,4.5198,0,2.2844,4.5198,0,0.0,0.0,0
wa,53033020500,53061050300,2,0.0000006275,47.7562524,-122.3138057,47.8281986,-122.3577383,124803.0,7498.0,4071.0,338.0,812.0,11.5725,13.7606,0,11.5725,13.7606,0,0.0,0.0,0
wa,53033026700,53061040800,5,0.0000015688,47.4962149,-122.3638882,47.9807703,-122.2303214,99970.0,5681.0,3139.0,755.0,678.0,61.418,50.4598,0,61.418,50.4598,0,0.0,0.0,0
pa,42041010400,42043021100,33,0.0000063968,40.2466306,-76.9307921,40.2982356,-76.8853679,138607.0,3830.0,3496.0,11.0,149.0,9.1841,11.2417,0,9.1841,11.2417,0,0.0,0.0,0
ny,36109001000,36097950400,8,0.0000009885,42.4178534,-76.5536216,42.3344299,-76.8992105,62896.0,4859.0,3607.0,281.0,439.0,40.9104,37.9046,0,40.9104,37.9046,0,0.0,0.0,0
ca,06111000302,06037106510,11,0.0000006539,34.4088728,-118.8702018,34.3264211,-118.4796437,76442.0,8454.0,2232.0,34.0,5656.0,51.3422,47.6495,0,51.3422,47.6495,0,0.0,0.0,0
fl,12009064129,12009065127,6,0.0000006818,28.1402152,-80.6899345,28.0444023,-80.6187673,103750.0,2543.0,2130.0,60.0,78.0,16.929,18.2778,0,16.929,18.2778,0,0.0,0.0,0
nc,37057061000,37057060800,49,0.0000116399,35.8823975,-80.0607913,35.885164,-80.1062794,45275.0,5024.0,3286.0,1039.0,545.0,5.0792,6.5989,0,5.0792,6.5989,0,0.0,0.0,0
nc,37051002701,37051001800,53,0.0000125901,35.1326337,-78.6864703,35.0352611,-78.9412608,79315.0,2831.0,1952.0,274.0,188.0,29.4181,25.0013,0,29.4181,25.0013,0,0.0,0.0,0
tx,48201452703,48201454100,3,0.0000002426,29.6970297,-95.6391055,29.7046309,-95.6531591,44434.0,3294.0,385.0,1265.0,819.0,2.4216,3.3857,0,2.4216,3.3857,0,0.0,0.0,0
tx,48339690403,48201555404,28,0.0000022643,30.2478736,-95.6842609,30.0821798,-95.6173684,171319.0,2684.0,2296.0,0.0,290.0,24.8541,25.3151,0,24.8541,25.3151,0,0.0,0.0,0
va,51107610703,51041100403,3,0.0000009097,39.0966955,-77.6503433,37.3649688,-77.3419235,176389.0,5160.0,4192.0,70.0,289.0,221.1122,161.6656,0,221.1122,161.6656,0,0.0,0.0,0
co,08059011702,08031001401,5,0.0000019685,39.6868658,-105.0902335,39.6932437,-105.0098557,96980.0,5527.0,3990.0,15.0,1203.0,7.5503,9.7365,0,7.5503,9.7365,0,0.0,0.0,0
nc,37089930702,37021002101,21,0.0000049885,35.3737029,-82.6145278,35.5350563,-82.5556527,79563.0,4650.0,4222.0,25.0,18.0,35.9898,44.3531,0,35.9898,44.3531,0,0.0,0.0,0
va,51059451501,51013101801,5,0.0000015162,38.8642756,-77.1443728,38.8853358,-77.0926147,77917.0,5663.0,2318.0,369.0,1428.0,5.9846,8.2014,0,5.9846,8.2014,0,0.0,0.0,0
va,51019030300,51019050102,105,0.0000318411,37.4830031,-79.4531786,37.3457212,-79.5172068,72868.0,3666.0,3324.0,181.0,6.0,18.1465,17.4703,0,18.1465,17.4703,0,0.0,0.0,0
oh,39151714302,39151713300,31,0.0000064011,40.8004235,-81.4910552,40.7684401,-81.4435016,64604.0,4216.0,3646.0,179.0,65.0,7.4166,9.4858,0,7.4166,9.4858,0,0.0,0.0,0
fl,12086017300,12086009066,19,0.0000021591,25.690418,-80.4080005,25.8276513,-80.3385276,41078.0,4014.0,513.0,217.0,3083.0,21.9166,20.9279,0,21.9166,20.9279,0,0.0,0.0,0
oh,39073965400,39073965200,208,0.0000429493,39.5248038,-82.3624418,39.5288032,-82.4464374,51865.0,4853.0,4685.0,23.0,15.0,9.7128,9.0706,0,9.7128,9.0706,0,0.0,0.0,0
pa,42101036100,42101002900,2,0.0000003877,40.0993951,-74.9909265,39.9306978,-75.1655733,81354.0,4160.0,2235.0,1560.0,247.0,29.0295,26.2619,0,29.0295,26.2619,0,0.0,0.0,0
tn,47003950300,47037019600,16,0.0000058192,35.452082,-86.5925493,36.156657,-86.7298661,66908.0,3459.0,3128.0,92.0,173.0,86.0789,93.5922,0,86.0789,93.5922,0,0.0,0.0,0
va,51087200137,51087200502,22,0.0000066715,37.610493,-77.5824848,37.5924896,-77.485125,49604.0,1812.0,1235.0,263.0,254.0,12.7648,11.5347,0,12.7648,11.5347,0,0.0,0.0,0
mo,29021001200,29021002200,6,0.0000025085,39.7714032,-94.8521132,39.7144406,-94.7924807,32373.0,1706.0,970.0,271.0,270.0,10.9614,8.1684,0,10.9614,8.1684,0,0.0,0.0,0
ny,36103146616,36103147901,6,0.0000007414,40.7703685,-73.1464445,40.7569216,-73.0531345,143487.0,4266.0,3825.0,0.0,342.0,15.6422,16.8741,0,15.6422,16.8741,0,0.0,0.0,0
ca,06107002402,06107001502,16,0.0000009511,36.1783683,-119.2649899,36.285001,-119.1467114,89778.0,4649.0,2333.0,14.0,1914.0,22.1286,23.3024,0,22.1286,23.3024,0,0.0,0.0,0
ny,36001013709,36001013901,12,0.0000014828,42.6918657,-73.7739876,42.7168235,-73.843955,118621.0,2916.0,2251.0,135.0,213.0,8.1536,9.8212,0,8.1536,9.8212,0,0.0,0.0,0
pa,42071011101,42071010602,46,0.0000089167,40.0684004,-76.5866876,40.141546,-76.5361179,102083.0,5178.0,4343.0,138.0,527.0,12.5088,16.0498,0,12.5088,16.0498,0,0.0,0.0,0
mo,29113810305,29183311500,91,0.0000380459,38.9723485,-90.975417,38.8599798,-90.6296978,65455.0,7343.0,6689.0,133.0,190.0,45.6363,38.5534,0,45.6363,38.5534,0,0.0,0.0,0
pa,42017101405,42017100201,101,0.0000195780,40.1523976,-74.9865504,40.1354539,-74.9753295,79556.0,5932.0,4699.0,399.0,197.0,4.131,5.5753,0,4.131,5.5753,0,0.0,0.0,0
nc,37001021300,37001021207,66,0.0000156782,36.1804423,-79.3130101,36.1076086,-79.2987302,73750.0,6171.0,4115.0,1512.0,379.0,12.1481,15.0405,0,12.1481,15.0405,0,0.0,0.0,0
az,04013422653,04013114900,1,0.0000003475,33.398281,-111.5911947,33.4289968,-112.0739678,71389.0,4741.0,3197.0,10.0,1413.0,49.7918,34.3556,0,49.7918,34.3556,0,0.0,0.0,0
va,51710004900,51710004800,17,0.0000051552,36.8497564,-76.2913365,36.8469101,-76.2801795,82021.0,5684.0,3410.0,1251.0,488.0,1.6136,3.3099,0,1.6136,3.3099,0,0.0,0.0,0
pa,42029311300,42003451300,2,0.0000003877,39.9078908,-75.6613474,40.4888846,-80.1867431,178977.0,4464.0,3302.0,364.0,180.0,459.0754,330.4485,0,459.0754,330.4485,0,0.0,0.0,0
tn,47037014300,47037017200,64,0.0000232766,36.1611635,-86.8156898,36.1215764,-86.7595152,46676.0,1713.0,389.0,1179.0,47.0,9.6245,8.4991,0,9.6245,8.4991,0,0.0,0.0,0
nc,37197050101,37081016406,8,0.0000019004,36.1948359,-80.4832169,36.0495009,-79.9501593,71852.0,5667.0,5223.0,17.0,175.0,66.3831,57.6144,0,66.3831,57.6144,0,0.0,0.0,0
tx,48113016903,48113017705,3,0.0000002426,32.5889823,-96.6666774,32.7866271,-96.6015188,50881.0,6549.0,1425.0,1830.0,3258.0,30.0839,28.5645,0,30.0839,28.5645,0,0.0,0.0,0
nc,37107011302,37061090103,16,0.0000038008,35.2117553,-77.6628175,35.149144,-77.9649835,39783.0,3389.0,2304.0,690.0,308.0,35.3261,30.8874,0,35.3261,30.8874,0,0.0,0.0,0
tn,47053966900,47037018101,3,0.0000010911,35.8475401,-88.9575018,36.1439615,-86.8662662,39712.0,2397.0,668.0,1537.0,118.0,216.0641,147.6048,0,216.0641,147.6048,0,0.0,0.0,0
oh,39049002780,39049003600,3,0.0000006195,39.9439852,-82.9288221,39.9685267,-82.9766148,71250.0,2524.0,1737.0,662.0,24.0,6.8722,7.0297,0,6.8722,7.0297,0,0.0,0.0,0
fl,12095012306,12069030915,5,0.0000005682,28.6044337,-81.4558554,28.807433,-81.6688845,58125.0,4347.0,581.0,3074.0,453.0,35.4537,34.5538,0,35.4537,34.5538,0,0.0,0.0,0
co,08059010308,08001009553,13,0.0000051181,39.7960661,-105.1137379,39.8109834,-104.9913163,110243.0,5956.0,4835.0,78.0,661.0,13.6195,11.713,0,13.6195,11.713,0,0.0,0.0,0
ny,36081029500,36081001903,14,0.0000017300,40.755998,-73.9067306,40.7506036,-73.9468225,84972.0,4064.0,1514.0,78.0,1102.0,4.014,6.1585,0,4.014,6.1585,0,0.0,0.0,0
mo,29019000700,29019001402,31,0.0000129607,38.9582991,-92.3523423,38.9791152,-92.3741037,43019.0,3488.0,2533.0,280.0,336.0,3.8865,5.2197,0,3.8865,5.2197,0,0.0,0.0,0
ny,36047082800,36047082200,1,0.0000001236,40.640991,-73.9496047,40.6532888,-73.9544282,70380.0,3790.0,271.0,2938.0,316.0,1.6989,3.0884,0,1.6989,3.0884,0,0.0,0.0,0
tn,47119010301,47119010401,68,0.0000247314,35.6692966,-86.9250008,35.6423442,-87.0047157,85337.0,8103.0,6522.0,966.0,260.0,10.7757,14.939,0,10.7757,14.939,0,0.0,0.0,0
mo,29081950300,29063080102,20,0.0000083617,40.2703547,-94.0262133,39.8400653,-94.2647386,48036.0,2814.0,2546.0,68.0,123.0,62.3806,49.4579,0,62.3806,49.4579,0,0.0,0.0,0
pa,42107000601,42133010210,2,0.0000003877,40.8094016,-76.2095046,39.9765876,-76.6861009,35500.0,3288.0,1752.0,95.0,1327.0,139.9577,100.9117,0,139.9577,100.9117,0,0.0,0.0,0
wa,53033008600,53053062600,9,0.0000028239,47.6071013,-122.3166895,47.2203846,-122.4773836,71624.0,6721.0,2935.0,499.0,1043.0,56.3704,42.246,0,56.3704,42.246,0,0.0,0.0,0
oh,39151701300,39151713401,24,0.0000049557,40.7920199,-81.4043432,40.7951281,-81.4353973,40964.0,3760.0,2685.0,827.0,21.0,3.1498,3.7036,0,3.1498,3.7036,0,0.0,0.0,0
ny,36047038800,36047037402,10,0.0000012357,40.5929248,-73.9692516,40.586788,-73.9720026,76221.0,3996.0,2842.0,395.0,473.0,0.9782,2.0116,0,0.9782,2.0116,0,0.0,0.0,0
tx,48491020409,48453031600,123,0.0000099466,30.4671861,-97.7654874,30.4244145,-97.7378601,93192.0,6046.0,3363.0,681.0,1171.0,9.0439,11.1116,0,9.0439,11.1116,0,0.0,0.0,0
ga,13195020502,13195020400,47,0.0000112163,34.0720261,-83.2892251,34.0446042,-83.2353008,53770.0,5113.0,3415.0,1330.0,366.0,8.9233,12.7128,0,8.9233,12.7128,0,0.0,0.0,0
nc,37129010503,37129010600,69,0.0000163908,34.2177438,-77.8959121,34.210692,-77.9093797,75584.0,1877.0,908.0,651.0,247.0,2.415,3.8986,0,2.415,3.8986,0,0.0,0.0,0
ny,36103159511,36103159515,62,0.0000076612,40.7942568,-72.8409783,40.7674586,-72.8233481,93077.0,6362.0,3447.0,635.0,1623.0,4.5497,9.1463,0,4.5497,9.1463,0,0.0,0.0,0
va,51177020201,51177020304,48,0.0000145559,38.2496542,-77.4229079,38.2616661,-77.5209704,118723.0,7812.0,5068.0,1968.0,503.0,13.3997,15.9985,0,13.3997,15.9985,0,0.0,0.0,0
tn,47163041900,47163040200,227,0.0000825592,36.5792414,-82.5260036,36.5336215,-82.5556986,58327.0,3559.0,3476.0,0.0,0.0,7.7157,8.997,0,7.7157,8.997,0,0.0,0.0,0
fl,12127082413,12127092500,77,0.0000087501,29.1414322,-81.0429812,29.1800981,-81.0573597,83007.0,3446.0,2305.0,555.0,318.0,8.6006,9.9717,0,8.6006,9.9717,0,0.0,0.0,0
mo,29109470100,29167960401,2,0.0000008362,37.2359001,-93.82399,37.4639077,-93.3872994,60469.0,3455.0,3337.0,5.0,8.0,65.8624,79.9931,0,65.8624,79.9931,0,0.0,0.0,0
va,51085320803,51760030502,205,0.0000621659,37.6819262,-77.406224,37.5363931,-77.4397151,144895.0,7156.0,5483.0,850.0,13.0,20.7849,22.6776,0,20.7849,22.6776,0,0.0,0.0,0
pa,42013100400,42021011900,2,0.0000003877,40.5109653,-78.4160102,40.6570648,-78.7776955,67120.0,1589.0,1513.0,46.0,12.0,42.1918,46.3761,0,42.1918,46.3761,0,0.0,0.0,0
wa,53033006100,53033006600,94,0.0000294942,47.6444403,-122.3222647,47.62809,-122.3312907,134974.0,5891.0,4455.0,109.0,345.0,2.2525,3.794,0,2.2525,3.794,0,0.0,0.0,0
nc,37051002900,37051003800,94,0.0000223296,34.8984984,-78.6772362,35.0603197,-78.8744556,57431.0,4799.0,3378.0,1032.0,228.0,26.6467,24.5727,0,26.6467,24.5727,0,0.0,0.0,0
wa,53063012300,53063002400,103,0.0000323181,47.6476961,-117.32237,47.6667098,-117.4230915,56607.0,5985.0,4566.0,106.0,624.0,10.2065,11.4497,0,10.2065,11.4497,0,0.0,0.0,0
