state,h_tract,w_tract,workers,flow_share,h_lat,h_lon,w_lat,w_lon,median_income,pop_total,nh_white,nh_black,hispanic,base_km,base_min,base_cameras,avoid_km,avoid_min,avoid_cameras,extra_km,extra_min,cameras_evaded
de,10003013613,10003013508,58,0.0001720981,39.7492007,-75.6727954,39.7839804,-75.7017055,128871.0,5855.0,4634.0,130.0,325.0,5.4461,6.8195,0,5.4461,6.8195,0,0.0,0.0,0
nd,38035010806,38067950100,4,0.0000134633,47.8966748,-97.0504632,48.8946419,-97.360467,45008.0,2829.0,1992.0,148.0,351.0,125.3416,83.269,0,125.3416,83.269,0,0.0,0.0,0
nj,34005703802,34007607502,25,0.0000070915,39.9085058,-74.8431516,39.850333,-74.9742686,111417.0,5257.0,4666.0,13.0,190.0,17.2991,18.6085,0,17.2991,18.6085,0,0.0,0.0,0
ok,40137000800,40137000902,58,0.0000406586,34.4776135,-98.0594448,34.6109505,-97.736372,75951.0,5536.0,4492.0,13.0,423.0,51.6195,55.982,0,51.6195,55.982,0,0.0,0.0,0
nj,34027046109,34027040801,7,0.0000019856,40.8704767,-74.7171865,40.9368741,-74.3687826,161591.0,3114.0,1838.0,299.0,320.0,39.3432,36.4205,0,39.3432,36.4205,0,0.0,0.0,0
ut,49049003001,49039972300,1,0.0000006700,40.1785789,-111.6048203,39.2282925,-111.8534084,90625.0,4651.0,3890.0,8.0,578.0,119.9332,88.1589,0,119.9332,88.1589,0,0.0,0.0,0
or,41051004800,41067031012,2,0.0000011900,45.5272788,-122.6951033,45.4591729,-122.8035578,62321.0,2673.0,2095.0,37.0,192.0,15.4031,16.3689,0,15.4031,16.3689,0,0.0,0.0,0
or,41071030101,41071030501,3,0.0000017850,45.2991058,-122.9141815,45.1878958,-123.3841287,135000.0,6370.0,5561.0,19.0,277.0,47.9589,55.3432,0,47.9589,55.3432,0,0.0,0.0,0
wv,54075960202,54075960201,153,0.0002925682,38.1974519,-79.9749529,38.3755933,-80.0799697,39920.0,1601.0,1533.0,3.0,36.0,40.644,44.2947,0,40.644,44.2947,0,0.0,0.0,0
ak,02020002502,02020002400,18,0.0000696967,61.1591023,-149.8716633,61.176988,-149.9201802,85289.0,6059.0,3122.0,118.0,943.0,5.3828,6.8425,0,5.3828,6.8425,0,0.0,0.0,0
ia,19129040100,19137960100,25,0.0000197385,41.0225528,-95.4929679,41.0774013,-95.1534533,75833.0,2929.0,2788.0,3.0,55.0,38.6954,43.4529,0,38.6954,43.4529,0,0.0,0.0,0
nm,35013001812,35013000204,8,0.0000111643,32.0804046,-106.5969642,32.3193469,-106.8206533,35729.0,4040.0,158.0,0.0,3874.0,37.7725,46.2631,0,37.7725,46.2631,0,0.0,0.0,0
ct,09190253500,09160266100,61,0.0000432911,41.6465736,-73.4230567,41.729782,-73.45414,113283.0,6064.0,4817.0,192.0,675.0,14.5942,19.3829,0,14.5942,19.3829,0,0.0,0.0,0
md,24005404501,24005451200,11,0.0000051647,39.4568563,-76.8128263,39.3371528,-76.4698689,80811.0,6671.0,3617.0,1954.0,112.0,40.7804,34.9718,0,40.7804,34.9718,0,0.0,0.0,0
md,24005411409,24005403401,6,0.0000028171,39.4148195,-76.4913155,39.3760649,-76.7321884,128000.0,4838.0,3239.0,696.0,166.0,25.6793,24.9684,0,25.6793,24.9684,0,0.0,0.0,0
wi,55059002904,55079186600,1,0.0000003958,42.5160205,-88.1372465,43.0005739,-87.913223,88417.0,5407.0,4653.0,14.0,592.0,69.2919,50.6616,0,69.2919,50.6616,0,0.0,0.0,0
ri,44003020101,44007014600,37,0.0000969998,41.671428,-71.517055,41.7567697,-71.5274037,81098.0,7107.0,5678.0,87.0,727.0,12.1036,15.2266,0,12.1036,15.2266,0,0.0,0.0,0
id,16045960301,16001010237,24,0.0000348030,43.8881683,-116.463863,43.6796313,-116.2973159,65820.0,4366.0,3505.0,0.0,656.0,36.7927,31.8058,0,36.7927,31.8058,0,0.0,0.0,0
ri,44003020604,44007000600,59,0.0001546754,41.6937184,-71.5426434,41.8089125,-71.4044127,65493.0,5496.0,4413.0,0.0,483.0,21.7452,18.3503,0,21.7452,18.3503,0,0.0,0.0,0
ia,19163013300,19163013500,39,0.0000307920,41.5292031,-90.5065423,41.5465962,-90.511664,70545.0,3273.0,2622.0,235.0,172.0,2.4147,3.8297,0,2.4147,3.8297,0,0.0,0.0,0
ne,31077970900,31047968200,13,0.0000162531,41.5675626,-98.5305674,40.9434069,-100.1582572,52813.0,2212.0,2106.0,14.0,46.0,195.6901,141.4872,0,195.6901,141.4872,0,0.0,0.0,0
ks,20003953700,20003953600,260,0.0002396680,38.1782779,-95.312532,38.3272601,-95.1930308,60682.0,3061.0,2884.0,45.0,43.0,25.2702,23.7965,0,25.2702,23.7965,0,0.0,0.0,0
wv,54061011805,54049020700,16,0.0000305954,39.6061365,-79.8682701,39.5012374,-80.115139,68352.0,4694.0,4313.0,43.0,265.0,33.5802,27.8472,0,33.5802,27.8472,0,0.0,0.0,0
mn,27095170700,27095170500,61,0.0000244725,45.5861134,-93.5808851,45.7818523,-93.6965909,57697.0,5979.0,5574.0,21.0,121.0,28.0499,23.8828,0,28.0499,23.8828,0,0.0,0.0,0
in,18089040700,18089040801,63,0.0000231317,41.5623858,-87.4494882,41.5494114,-87.443981,71934.0,4903.0,3679.0,256.0,872.0,1.8297,2.8093,0,1.8297,2.8093,0,0.0,0.0,0
hi,15003009302,15003008502,37,0.0000675138,21.4969104,-158.0248708,21.3148743,-158.0739124,112625.0,3665.0,332.0,89.0,331.0,26.5041,27.3042,0,26.5041,27.3042,0,0.0,0.0,0
la,22063040814,22033003907,16,0.0000095386,30.4177658,-90.8940482,30.4209107,-91.0437466,99252.0,5255.0,3876.0,1088.0,236.0,23.0741,21.5331,0,23.0741,21.5331,0,0.0,0.0,0
hi,15003008802,15003011500,1,0.0000018247,21.3894258,-158.0121251,21.3310292,-158.072315,127196.0,4750.0,227.0,15.0,196.0,12.3914,9.8889,0,12.3914,9.8889,0,0.0,0.0,0
de,10003016309,10003001902,28,0.0000830819,39.657883,-75.6071747,39.7198139,-75.5313619,61659.0,3574.0,1327.0,1846.0,311.0,10.8914,10.2378,0,10.8914,10.2378,0,0.0,0.0,0
ms,28039950102,28039950200,353,0.0003625913,30.947395,-88.5185021,30.9215609,-88.5978963,50250.0,5489.0,4966.0,32.0,299.0,11.2645,13.501,0,11.2645,13.501,0,0.0,0.0,0
md,24031701317,24031701211,21,0.0000098598,39.1984774,-77.0496568,39.1090766,-77.1540952,190685.0,4421.0,2803.0,589.0,524.0,18.0176,23.9644,0,18.0176,23.9644,0,0.0,0.0,0
ar,05119002406,05119004103,35,0.0000328868,34.7092332,-92.3614941,34.6685776,-92.3905375,49668.0,2822.0,782.0,1483.0,468.0,10.3758,10.6261,0,10.3758,10.6261,0,0.0,0.0,0
nd,38015011400,38089963900,8,0.0000269266,46.8160787,-100.3712269,46.8141906,-102.7363668,108036.0,3213.0,2752.0,0.0,272.0,195.1082,124.137,0,195.1082,124.137,0,0.0,0.0,0
sc,45015020904,45019003900,49,0.0000254020,32.9471998,-80.0320733,32.8383534,-80.0140352,79555.0,4457.0,3034.0,444.0,667.0,16.7601,16.2798,0,16.7601,16.2798,0,0.0,0.0,0
de,10005050904,10005051009,24,0.0000712130,38.7608606,-75.148844,38.7380906,-75.1102598,69542.0,2296.0,2104.0,38.0,71.0,10.2244,13.0618,0,10.2244,13.0618,0,0.0,0.0,0
vt,50011010101,50025968600,3,0.0000132497,44.9631977,-73.0598568,42.8839935,-72.5736107,69904.0,3490.0,3084.0,0.0,12.0,295.8102,208.0836,0,295.8102,208.0836,0,0.0,0.0,0
me,23011013000,23011010200,106,0.0002045073,44.2335047,-70.0147235,44.3614854,-69.7921168,67269.0,4107.0,3782.0,8.0,80.0,30.4791,28.4975,0,30.4791,28.4975,0,0.0,0.0,0
ms,28051950502,28089030204,30,0.0000308151,32.9953135,-90.0286468,32.4863498,-90.133377,28232.0,1808.0,256.0,1452.0,10.0,70.0041,54.2599,0,70.0041,54.2599,0,0.0,0.0,0
mt,30029001703,30029000903,94,0.0002356344,48.1102299,-114.7392721,48.2116106,-114.3184051,51731.0,2330.0,2214.0,4.0,27.0,42.7628,40.8092,0,42.7628,40.8092,0,0.0,0.0,0
me,23017966200,23017966402,108,0.0002083659,44.2480012,-70.4908157,44.1579931,-70.4567373,53801.0,5226.0,5066.0,0.0,63.0,13.9254,23.61,0,13.9254,23.61,0,0.0,0.0,0
sc,45083021302,45083021200,251,0.0001301203,34.9498435,-81.8897359,34.9509248,-81.9167596,94655.0,2173.0,1926.0,113.0,101.0,3.6106,4.9401,0,3.6106,4.9401,0,0.0,0.0,0
mi,26109960100,26145010200,1,0.0000002635,45.8182428,-87.5530703,43.5056456,-83.9851505,54853.0,3434.0,3288.0,9.0,40.0,572.4858,385.8542,0,572.4858,385.8542,0,0.0,0.0,0
sd,46037952900,46109940800,13,0.0000389556,45.3542331,-97.3942908,45.5073006,-97.0474741,56985.0,1923.0,1351.0,0.0,17.0,48.0776,54.7724,0,48.0776,54.7724,0,0.0,0.0,0
nv,32003005335,32003005422,9,0.0000067432,36.0199405,-114.9853741,36.0419262,-114.9704864,91548.0,4922.0,3401.0,15.0,1218.0,4.4704,6.0818,0,4.4704,6.0818,0,0.0,0.0,0
nv,32003005864,32003005843,56,0.0000419580,36.0933445,-115.2910457,36.1516982,-115.3262228,84719.0,6522.0,2338.0,1103.0,681.0,9.5596,8.5983,0,9.5596,8.5983,0,0.0,0.0,0
dc,11001002501,11001005801,31,0.0001559725,38.9446515,-77.0317348,38.8975634,-77.0205095,205357.0,2981.0,1079.0,1084.0,561.0,6.1864,7.8427,0,6.1864,7.8427,0,0.0,0.0,0
vt,50021964200,50003970500,6,0.0000264994,43.3506378,-72.9911478,43.213461,-72.9114924,55417.0,1414.0,1374.0,0.0,0.0,36.054,38.5388,0,36.054,38.5388,0,0.0,0.0,0
mt,30093000500,30031000800,10,0.0000250675,45.9876857,-112.4940097,45.6755394,-111.0398903,65317.0,4859.0,4332.0,1.0,394.0,132.2695,75.6972,0,132.2695,75.6972,0,0.0,0.0,0
ms,28119950200,28027950600,14,0.0000143804,34.2513181,-90.2826263,34.1947465,-90.5684835,31799.0,1642.0,264.0,1344.0,2.0,30.2105,27.535,0,30.2105,27.535,0,0.0,0.0,0
md,24027605104,24510040100,64,0.0000300490,39.2368836,-76.9735135,39.2903959,-76.6149601,199609.0,6001.0,3433.0,359.0,301.0,41.6914,33.9399,0,41.6914,33.9399,0,0.0,0.0,0
nm,35053978303,35006946100,1,0.0000013955,34.012784,-106.8776404,35.0051329,-107.3259333,34900.0,2927.0,1010.0,0.0,1495.0,161.4951,113.5518,0,161.4951,113.5518,0,0.0,0.0,0
hi,15003004102,15003008921,4,0.0000072988,21.3073887,-157.8532655,21.4041746,-157.9916048,60969.0,2577.0,252.0,43.0,396.0,20.3978,19.8949,0,20.3978,19.8949,0,0.0,0.0,0
ia,19075960200,19013001702,31,0.0000244757,42.4774889,-92.8249332,42.5356127,-92.3475243,71830.0,2751.0,2686.0,23.0,6.0,46.8006,43.3433,0,46.8006,43.3433,0,0.0,0.0,0
wy,56037970902,56041975401,20,0.0001007826,41.6038312,-109.2474624,41.2704074,-110.9827572,88750.0,5274.0,4107.0,197.0,564.0,163.7693,92.5841,0,163.7693,92.5841,0,0.0,0.0,0
id,16043970302,16043970301,263,0.0003813827,43.9484456,-111.6285587,43.9428486,-111.7748441,75873.0,3384.0,2752.0,0.0,470.0,16.5892,17.3719,0,16.5892,17.3719,0,0.0,0.0,0
ri,44007014600,44003022100,107,0.0002805130,41.7567697,-71.5274037,41.7147691,-71.4667429,112589.0,6939.0,5816.0,26.0,133.0,8.9695,11.1791,0,8.9695,11.1791,0,0.0,0.0,0
ne,31055006805,31055006606,12,0.0000150029,41.2422187,-96.054069,41.2718768,-96.0472461,134143.0,3229.0,2858.0,26.0,189.0,3.9044,4.7008,0,3.9044,4.7008,0,0.0,0.0,0
wv,54077964000,54077964102,11,0.0000210343,39.4781023,-79.7055321,39.4475278,-79.5235674,64934.0,3701.0,3594.0,34.0,22.0,20.3552,20.2103,0,20.3552,20.2103,0,0.0,0.0,0
nd,38017000602,38035011702,5,0.0000168291,46.8772785,-96.808084,47.7612548,-97.1449361,-666666666.0,2366.0,1675.0,195.0,223.0,112.8675,67.1422,0,112.8675,67.1422,0,0.0,0.0,0
hi,15003000700,15003004102,229,0.0004178558,21.2713706,-157.7927037,21.3073887,-157.8532655,126875.0,3297.0,472.0,9.0,66.0,8.6542,9.3244,0,8.6542,9.3244,0,0.0,0.0,0
nv,32003003655,32003006700,205,0.0001535961,36.2519261,-115.1628572,36.1137698,-115.17044,89398.0,5947.0,1078.0,1490.0,2405.0,18.8796,18.4433,0,18.8796,18.4433,0,0.0,0.0,0
in,18089030500,18089041100,9,0.0000033045,41.6337676,-87.4848862,41.5725816,-87.4170357,56761.0,4101.0,287.0,1257.0,2538.0,11.5435,14.1392,0,11.5435,14.1392,0,0.0,0.0,0
or,41067032302,41051005001,23,0.0000136848,45.4856701,-122.9186826,45.5285404,-122.6852375,122227.0,5708.0,3057.0,225.0,1076.0,22.9245,22.2191,0,22.9245,22.2191,0,0.0,0.0,0
ky,21087930100,21087930200,167,0.0001036540,37.3560579,-85.5949468,37.2753583,-85.4859722,49920.0,2682.0,2584.0,70.0,0.0,17.4526,18.7703,0,17.4526,18.7703,0,0.0,0.0,0
dc,11001009302,11001010800,21,0.0001056588,38.9251636,-76.9907773,38.8973521,-77.044612,105833.0,1762.0,514.0,812.0,346.0,6.8293,8.8363,0,6.8293,8.8363,0,0.0,0.0,0
ms,28071950502,28071950404,144,0.0001479126,34.2656213,-89.6405972,34.388292,-89.5892457,49738.0,2973.0,1735.0,1066.0,120.0,22.6677,25.4137,0,22.6677,25.4137,0,0.0,0.0,0
vt,50001961000,50021962200,57,0.0002517445,43.9008582,-73.1035817,43.8053476,-73.0753206,73403.0,2287.0,2161.0,4.0,55.0,13.6604,14.2498,0,13.6604,14.2498,0,0.0,0.0,0
ct,09130570300,09110490100,65,0.0000461298,41.6067041,-72.6450279,41.674626,-72.6396903,107105.0,5890.0,4645.0,161.0,640.0,8.3769,9.4004,0,8.3769,9.4004,0,0.0,0.0,0
ut,49035113109,49049010107,7,0.0000046900,40.5300456,-112.0022821,40.2359905,-112.0752235,114722.0,5339.0,4756.0,0.0,318.0,56.8669,64.3434,0,56.8669,64.3434,0,0.0,0.0,0
de,10005050807,10005050806,19,0.0000563770,38.753666,-75.2326063,38.7601194,-75.2551308,54375.0,1734.0,1193.0,240.0,16.0,2.6648,4.3079,0,2.6648,4.3079,0,0.0,0.0,0
sc,45045002503,45083023202,336,0.0001741850,34.9060735,-82.2434794,34.9055654,-82.1771283,80925.0,11969.0,8410.0,767.0,1360.0,8.2165,8.2077,0,8.2165,8.2077,0,0.0,0.0,0
de,10003013903,10003016200,50,0.0001483605,39.6402979,-75.6942399,39.6567679,-75.5860423,121932.0,5359.0,3052.0,1468.0,354.0,13.6791,16.5213,0,13.6791,16.5213,0,0.0,0.0,0
md,24025303501,24025303700,7,0.0000032866,39.5102735,-76.343587,39.536748,-76.2524477,140000.0,7614.0,5772.0,296.0,499.0,13.2357,14.188,0,13.2357,14.188,0,0.0,0.0,0
nj,34013021701,34003044201,2,0.0000005673,40.8416707,-74.2736911,41.0512807,-74.1341677,122353.0,3991.0,2860.0,71.0,486.0,29.3856,30.9674,0,29.3856,30.9674,0,0.0,0.0,0
hi,15003011104,15003003606,26,0.0000474421,21.3838156,-157.7336813,21.2978472,-157.8442848,153646.0,5322.0,1530.0,9.0,447.0,20.7974,23.9398,0,20.7974,23.9398,0,0.0,0.0,0
wv,54061010700,54061011000,154,0.0002944804,39.6347781,-79.9367507,39.5990713,-79.9586946,36960.0,3734.0,2681.0,256.0,293.0,8.4507,9.9729,0,8.4507,9.9729,0,0.0,0.0,0
de,10005051313,10005051202,72,0.0002136391,38.5438368,-75.0988805,38.5517754,-75.0697839,84583.0,2718.0,2488.0,49.0,101.0,3.7062,6.4955,0,3.7062,6.4955,0,0.0,0.0,0
wy,56037971000,56037970903,158,0.0007961824,41.510689,-109.2272009,41.574707,-109.2595702,72738.0,1572.0,1222.0,0.0,251.0,12.0586,31.7048,0,12.0586,31.7048,0,0.0,0.0,0
nj,34001000400,34001002400,204,0.0000578668,39.35058,-74.4515953,39.3594678,-74.4260414,33966.0,3602.0,1009.0,130.0,1239.0,2.5939,3.3148,0,2.5939,3.3148,0,0.0,0.0,0
or,41051003401,41051980000,23,0.0000136848,45.558636,-122.6682633,45.5616447,-122.7062012,105921.0,3632.0,2269.0,636.0,195.0,3.955,5.6142,0,3.955,5.6142,0,0.0,0.0,0
ne,31109003708,31109002001,11,0.0000137526,40.7480183,-96.6730872,40.804188,-96.6997014,92500.0,3756.0,3271.0,35.0,249.0,8.2288,10.3259,0,8.2288,10.3259,0,0.0,0.0,0
wy,56043000200,56025001602,6,0.0000302348,43.8788305,-107.669052,42.8462138,-106.2621901,56627.0,3028.0,2742.0,1.0,193.0,245.9555,310.1281,0,245.9555,310.1281,0,0.0,0.0,0
dc,11001007604,11001002302,31,0.0001559725,38.8660921,-76.9638007,38.934127,-77.0095843,79375.0,3457.0,205.0,2790.0,67.0,11.0818,14.8031,0,11.0818,14.8031,0,0.0,0.0,0
ar,05117460100,05085020204,19,0.0000178528,34.9710338,-91.5544058,34.9533947,-92.0533143,37854.0,3557.0,3110.0,193.0,135.0,50.6876,47.7895,0,50.6876,47.7895,0,0.0,0.0,0
or,41067030300,41041951200,2,0.0000011900,45.4936649,-122.7556791,44.5649863,-124.0465933,149310.0,4558.0,3908.0,24.0,177.0,185.5163,167.6134,0,185.5163,167.6134,0,0.0,0.0,0
me,23019009000,23019028000,1,0.0000019293,44.7599578,-68.5794009,45.28411,-68.5822307,79652.0,6794.0,6293.0,12.0,129.0,73.4625,84.9346,0,73.4625,84.9346,0,0.0,0.0,0
ky,21067004210,21067003908,45,0.0000279307,37.9733263,-84.542802,38.0288713,-84.4304013,86480.0,5676.0,4127.0,180.0,406.0,17.5179,16.9672,0,17.5179,16.9672,0,0.0,0.0,0
nh,33013039000,33019975600,1,0.0000019089,43.2021909,-71.6967887,43.2457743,-72.3129581,115682.0,5925.0,5682.0,21.0,47.0,66.8844,75.39,0,66.8844,75.39,0,0.0,0.0,0
ok,40071000600,40119011301,2,0.0000014020,36.645461,-97.1842837,36.0020214,-96.686205,72000.0,3573.0,2745.0,10.0,53.0,109.4223,84.5295,0,109.4223,84.5295,0,0.0,0.0,0
ma,25017339900,25017353000,12,0.0000038477,42.4186897,-71.0928483,42.3677877,-71.1032789,103125.0,5861.0,4304.0,326.0,748.0,7.0632,7.9771,0,7.0632,7.9771,0,0.0,0.0,0
mn,27111960300,27097780600,1,0.0000004012,46.5796944,-96.1459699,45.9668173,-94.3566578,62257.0,3402.0,2117.0,185.0,937.0,179.1045,150.7702,0,179.1045,150.7702,0,0.0,0.0,0
id,16019970405,16019970700,233,0.0003378790,43.5124881,-111.9677633,43.5117872,-112.0197444,80455.0,9163.0,7723.0,34.0,1025.0,4.2948,4.7191,0,4.2948,4.7191,0,0.0,0.0,0
nd,38099958000,38099957900,142,0.0004779471,48.4216884,-97.4270009,48.4204239,-97.3888961,53971.0,2602.0,1792.0,29.0,707.0,3.0899,4.5328,0,3.0899,4.5328,0,0.0,0.0,0
in,18089022000,18089040301,27,0.0000099136,41.5802294,-87.4419018,41.532802,-87.513564,58333.0,4804.0,2012.0,1283.0,1409.0,11.514,11.0628,0,11.514,11.0628,0,0.0,0.0,0
me,23001045000,23011013000,25,0.0000482328,44.2953505,-70.133074,44.2335047,-70.0147235,76799.0,2267.0,2180.0,19.0,46.0,16.9879,24.1506,0,16.9879,24.1506,0,0.0,0.0,0
nh,33001965100,33013044100,19,0.0000362683,43.6511696,-71.6135268,43.2027667,-71.5003262,82115.0,3424.0,3352.0,11.0,22.0,59.9405,43.5566,0,59.9405,43.5566,0,0.0,0.0,0
mn,27109000901,27109000400,410,0.0001644871,44.0001243,-92.4013232,44.0143683,-92.4749854,95938.0,7438.0,5568.0,722.0,783.0,7.8516,8.896,0,7.8516,8.896,0,0.0,0.0,0
hi,15003000401,15003005700,58,0.0001058325,21.3017617,-157.7704813,21.3087006,-157.8762229,129500.0,2726.0,470.0,0.0,88.0,20.1196,25.5686,0,20.1196,25.5686,0,0.0,0.0,0
nh,33001965900,33013032500,45,0.0000858985,43.5201193,-71.4574838,43.1914567,-71.5846722,46083.0,4375.0,4081.0,1.0,97.0,47.2028,45.7753,0,47.2028,45.7753,0,0.0,0.0,0
al,01017954300,01017954700,100,0.0000557415,32.7766468,-85.2734917,32.7702191,-85.1744682,59147.0,4830.0,2797.0,1839.0,48.0,17.1534,19.7826,0,17.1534,19.7826,0,0.0,0.0,0
md,24005408800,24003740103,4,0.0000018781,39.4273663,-76.6286048,39.1451374,-76.7129445,106500.0,2187.0,1853.0,28.0,90.0,37.6834,40.3945,0,37.6834,40.3945,0,0.0,0.0,0
md,24017850202,24009860701,6,0.0000028171,38.6004992,-77.1451872,38.5439619,-76.6309766,67493.0,4834.0,2102.0,2223.0,217.0,59.4638,54.2843,0,59.4638,54.2843,0,0.0,0.0,0
hi,15003000500,15003981400,61,0.0001113066,21.2710955,-157.7806069,21.3226396,-157.9059542,158983.0,3506.0,1186.0,0.0,174.0,17.7845,17.5595,0,17.7845,17.5595,0,0.0,0.0,0
mi,26163550200,26163550400,57,0.0000150210,42.3828173,-82.9371196,42.3840618,-82.9123138,94601.0,4432.0,3433.0,207.0,60.0,2.918,4.4272,0,2.918,4.4272,0,0.0,0.0,0
sd,46099010405,46099010501,61,0.0001827918,43.591029,-96.7814625,43.5983907,-96.5623973,68952.0,5652.0,4599.0,416.0,214.0,20.0539,15.688,0,20.0539,15.688,0,0.0,0.0,0
hi,15001020600,15001020500,613,0.0011185397,19.7070057,-155.0369344,19.7057376,-155.0755183,76982.0,6802.0,639.0,27.0,536.0,5.4018,8.1714,0,5.4018,8.1714,0,0.0,0.0,0
id,16001010366,16001010368,76,0.0001102095,43.6256149,-116.3646994,43.6057087,-116.3831306,103967.0,3630.0,2871.0,40.0,445.0,3.9524,4.9761,0,3.9524,4.9761,0,0.0,0.0,0
mi,26031960500,26143971001,1,0.0000002635,45.5410891,-84.5385875,44.2542779,-84.762919,75682.0,2555.0,2352.0,13.0,35.0,157.0414,101.4612,0,157.0414,101.4612,0,0.0,0.0,0
mt,30043962202,30043962201,49,0.0001228307,46.2737978,-112.1326505,46.5066742,-111.984811,61327.0,4502.0,4032.0,4.0,163.0,44.5442,39.2368,0,44.5442,39.2368,0,0.0,0.0,0
ct,09120071900,09120090500,17,0.0000120647,41.1939255,-73.2020637,41.2389126,-73.167079,55250.0,4908.0,1350.0,1154.0,1945.0,7.3108,7.7897,0,7.3108,7.7897,0,0.0,0.0,0
nh,33015003400,33011011000,7,0.0000133620,42.8922805,-71.3188164,42.7428723,-71.4529334,62000.0,5247.0,4486.0,1.0,481.0,22.7501,27.0216,0,22.7501,27.0216,0,0.0,0.0,0
ri,44003022400,44007012601,22,0.0000576756,41.6583223,-71.4269143,41.914526,-71.523958,85352.0,2143.0,2049.0,10.0,34.0,38.8693,32.1901,0,38.8693,32.1901,0,0.0,0.0,0
nj,34039033900,34023003002,10,0.0000028366,40.6628301,-74.2680596,40.5524496,-74.3024047,99250.0,3312.0,937.0,673.0,1429.0,14.4797,16.6132,0,14.4797,16.6132,0,0.0,0.0,0
sd,46083010112,46083010116,51,0.0001528259,43.4948845,-96.6882532,43.4751368,-96.7374183,97635.0,6215.0,5207.0,425.0,0.0,6.3638,6.6344,0,6.3638,6.6344,0,0.0,0.0,0
nd,38017040800,38017000601,174,0.0005856535,46.931484,-96.9687212,46.8779273,-96.8288867,131295.0,5201.0,4590.0,45.0,259.0,16.8373,16.6729,0,16.8373,16.6729,0,0.0,0.0,0
la,22103040609,22103040501,64,0.0000381546,30.4380622,-90.0747293,30.4876437,-90.1014712,66278.0,4661.0,4222.0,2.0,411.0,7.3322,8.4961,0,7.3322,8.4961,0,0.0,0.0,0
ok,40021978000,40131050407,68,0.0000476688,35.9044335,-94.9898558,36.1962357,-95.7878972,32698.0,4157.0,1501.0,80.0,711.0,98.6444,76.4892,0,98.6444,76.4892,0,0.0,0.0,0
ne,31109003713,31109001301,98,0.0001225234,40.7477466,-96.6215204,40.8059849,-96.634273,108824.0,2725.0,2438.0,36.0,75.0,7.3986,8.4153,0,7.3986,8.4153,0,0.0,0.0,0
vt,50019951700,50003971000,1,0.0000044166,44.7631541,-72.3752441,42.8819619,-73.246235,66838.0,4472.0,4177.0,15.0,84.0,267.4078,235.9592,0,267.4078,235.9592,0,0.0,0.0,0
ky,21047200500,21047200300,205,0.0001272400,36.8271052,-87.4844962,36.8467715,-87.4473037,37083.0,4390.0,2637.0,962.0,9.0,5.8268,7.7364,0,5.8268,7.7364,0,0.0,0.0,0
ks,20055960508,20175965700,17,0.0000156706,37.9667919,-100.8312164,37.0588738,-100.9154893,58259.0,2598.0,424.0,0.0,1995.0,106.8426,88.9751,0,106.8426,88.9751,0,0.0,0.0,0
mt,30013001900,30063001200,8,0.0000200540,47.5406216,-111.3026475,46.8442409,-114.01304,81781.0,6329.0,5913.0,49.0,176.0,270.6886,182.5439,0,270.6886,182.5439,0,0.0,0.0,0
sc,45019002613,45057010900,1,0.0000005184,32.8200406,-80.0433793,34.7385875,-80.7788575,71875.0,6285.0,3911.0,1523.0,590.0,274.9913,188.8708,0,274.9913,188.8708,0,0.0,0.0,0
me,23023970600,23005002001,8,0.0000154345,43.8879822,-69.8267225,43.679071,-70.3185726,64839.0,3215.0,2973.0,22.0,61.0,60.8678,47.8019,0,60.8678,47.8019,0,0.0,0.0,0
ri,44009051302,44009051305,21,0.0000550540,41.3906719,-71.5563648,41.4761566,-71.4787913,116122.0,4239.0,4058.0,0.0,107.0,14.6089,15.5782,0,14.6089,15.5782,0,0.0,0.0,0
wi,55087012800,55087012504,92,0.0000364122,44.4315146,-88.5069999,44.3135566,-88.3743289,79102.0,7726.0,7350.0,38.0,131.0,20.9902,20.0517,0,20.9902,20.0517,0,0.0,0.0,0
la,22113950901,22113950800,27,0.0000160965,29.9420875,-92.117828,29.9687337,-92.1231451,68906.0,2299.0,1881.0,242.0,33.0,5.9651,10.7264,0,5.9651,10.7264,0,0.0,0.0,0
id,16001010362,16001001402,18,0.0000261022,43.6413992,-116.3853806,43.5944327,-116.2448486,108905.0,5545.0,5075.0,178.0,126.0,16.9902,18.6985,0,16.9902,18.6985,0,0.0,0.0,0
vt,50021963000,50021963100,224,0.0009893119,43.6154167,-72.9627522,43.6131446,-72.9793887,71927.0,4498.0,4162.0,10.0,77.0,1.8159,2.5324,0,1.8159,2.5324,0,0.0,0.0,0
ar,05015950400,05015950502,250,0.0002349059,36.4250822,-93.4299267,36.2527257,-93.3907446,66463.0,4086.0,3336.0,53.0,193.0,28.619,37.9788,0,28.619,37.9788,0,0.0,0.0,0
nd,38071957600,38005940200,87,0.0002928268,48.0989362,-98.8393598,47.9268862,-98.7589395,42350.0,4491.0,3126.0,32.0,215.0,33.638,27.2264,0,33.638,27.2264,0,0.0,0.0,0
ar,05017080100,05069001800,8,0.0000075170,33.14334,-91.3577924,34.1884169,-92.0157592,69201.0,3185.0,2228.0,529.0,378.0,163.2275,136.2234,0,163.2275,136.2234,0,0.0,0.0,0
sd,46013951700,46013951800,375,0.0011237201,45.4257462,-98.5480232,45.4344593,-98.4305483,78219.0,4448.0,3182.0,281.0,245.0,12.9625,18.77,0,12.9625,18.77,0,0.0,0.0,0
