month,state,mapped_alpr
2025-04,wv,3
2025-04,wy,26
2025-05,ak,0
2025-05,al,503
2025-05,ar,31
2025-05,az,183
2025-05,ca,3203
2025-05,co,457
2025-05,ct,47
2025-05,dc,2
2025-05,de,11
2025-05,fl,1064
2025-05,ga,1164
2025-05,hi,0
2025-05,ia,269
2025-05,id,4
2025-05,il,1320
2025-05,in,390
2025-05,ks,293
2025-05,ky,317
2025-05,la,270
2025-05,ma,137
2025-05,md,16
2025-05,me,2
2025-05,mi,1499
2025-05,mn,100
2025-05,mo,239
2025-05,ms,28
2025-05,mt,1
2025-05,nc,144
2025-05,nd,1
2025-05,ne,26
2025-05,nh,20
2025-05,nj,48
2025-05,nm,51
2025-05,nv,5
2025-05,ny,345
2025-05,oh,875
2025-05,ok,467
2025-05,or,111
2025-05,pa,40
2025-05,ri,46
2025-05,sc,51
2025-05,sd,17
2025-05,tn,244
2025-05,tx,1404
2025-05,ut,98
2025-05,va,799
2025-05,vt,0
2025-05,wa,272
2025-05,wi,748
2025-05,wv,5
2025-05,wy,26
2025-06,ak,0
2025-06,al,599
2025-06,ar,70
2025-06,az,202
2025-06,ca,3487
2025-06,co,493
2025-06,ct,54
2025-06,dc,4
2025-06,de,11
2025-06,fl,1158
2025-06,ga,1273
2025-06,hi,0
2025-06,ia,362
2025-06,id,4
2025-06,il,1466
2025-06,in,458
2025-06,ks,301
2025-06,ky,324
2025-06,la,351
2025-06,ma,177
2025-06,md,16
2025-06,me,2
2025-06,mi,1998
2025-06,mn,156
2025-06,mo,256
2025-06,ms,38
2025-06,mt,1
2025-06,nc,175
2025-06,nd,13
2025-06,ne,32
2025-06,nh,20
2025-06,nj,57
2025-06,nm,74
2025-06,nv,5
2025-06,ny,378
2025-06,oh,945
2025-06,ok,498
2025-06,or,120
2025-06,pa,48
2025-06,ri,47
2025-06,sc,91
2025-06,sd,18
2025-06,tn,284
2025-06,tx,1592
2025-06,ut,104
2025-06,va,913
2025-06,vt,0
2025-06,wa,321
2025-06,wi,876
2025-06,wv,5
2025-06,wy,26
2025-07,ak,0
2025-07,al,619
2025-07,ar,90
2025-07,az,246
2025-07,ca,3844
2025-07,co,550
2025-07,ct,59
2025-07,dc,4
2025-07,de,42
2025-07,fl,1203
2025-07,ga,1390
2025-07,hi,0
2025-07,ia,405
2025-07,id,10
2025-07,il,1592
2025-07,in,509
2025-07,ks,321
2025-07,ky,332
2025-07,la,381
2025-07,ma,238
2025-07,md,68
2025-07,me,6
2025-07,mi,2185
2025-07,mn,217
2025-07,mo,364
2025-07,ms,75
2025-07,mt,1
2025-07,nc,194
2025-07,nd,18
2025-07,ne,44
2025-07,nh,52
2025-07,nj,63
2025-07,nm,79
2025-07,nv,7
2025-07,ny,428
2025-07,oh,1081
2025-07,ok,525
2025-07,or,154
2025-07,pa,53
2025-07,ri,48
2025-07,sc,120
2025-07,sd,18
2025-07,tn,311
2025-07,tx,1920
2025-07,ut,133
2025-07,va,1090
2025-07,vt,0
2025-07,wa,445
2025-07,wi,946
2025-07,wv,6
2025-07,wy,26
2025-08,ak,0
2025-08,al,632
2025-08,ar,99
2025-08,az,314
2025-08,ca,4190
2025-08,co,626
2025-08,ct,63
2025-08,dc,5
2025-08,de,70
2025-08,fl,1279
2025-08,ga,1559
2025-08,hi,0
2025-08,ia,431
2025-08,id,11
2025-08,il,1730
2025-08,in,571
2025-08,ks,326
2025-08,ky,361
2025-08,la,386
2025-08,ma,248
2025-08,md,182
2025-08,me,6
2025-08,mi,2342
2025-08,mn,235
2025-08,mo,483
2025-08,ms,103
2025-08,mt,1
2025-08,nc,221
2025-08,nd,20
2025-08,ne,44
2025-08,nh,52
2025-08,nj,72
2025-08,nm,84
2025-08,nv,7
2025-08,ny,436
2025-08,oh,1355
2025-08,ok,523
2025-08,or,157
2025-08,pa,57
2025-08,ri,49
2025-08,sc,141
2025-08,sd,19
2025-08,tn,327
2025-08,tx,2026
2025-08,ut,150
2025-08,va,1209
2025-08,vt,0
2025-08,wa,595
2025-08,wi,976
2025-08,wv,6
2025-08,wy,26
2025-09,ak,0
2025-09,al,894
2025-09,ar,116
2025-09,az,586
2025-09,ca,4797
2025-09,co,830
2025-09,ct,81
2025-09,dc,6
2025-09,de,71
2025-09,fl,1380
2025-09,ga,1707
2025-09,hi,0
2025-09,ia,439
2025-09,id,54
2025-09,il,2076
2025-09,in,659
2025-09,ks,383
2025-09,ky,413
2025-09,la,413
2025-09,ma,258
2025-09,md,217
2025-09,me,6
2025-09,mi,2434
2025-09,mn,247
2025-09,mo,541
2025-09,ms,104
2025-09,mt,14
2025-09,nc,296
2025-09,nd,24
2025-09,ne,81
2025-09,nh,52
2025-09,nj,87
2025-09,nm,103
2025-09,nv,56
2025-09,ny,513
2025-09,oh,1518
2025-09,ok,552
2025-09,or,215
2025-09,pa,106
2025-09,ri,65
2025-09,sc,197
2025-09,sd,19
2025-09,tn,365
2025-09,tx,2442
2025-09,ut,167
2025-09,va,1265
2025-09,vt,0
2025-09,wa,746
2025-09,wi,1047
2025-09,wv,7
2025-09,wy,26
2025-10,ak,0
2025-10,al,1057
2025-10,ar,123
2025-10,az,755
2025-10,ca,5766
2025-10,co,965
2025-10,ct,252
2025-10,dc,29
2025-10,de,97
2025-10,fl,1563
2025-10,ga,1878
2025-10,hi,0
2025-10,ia,452
2025-10,id,58
2025-10,il,2376
2025-10,in,800
2025-10,ks,462
2025-10,ky,467
2025-10,la,427
2025-10,ma,281
2025-10,md,241
2025-10,me,6
2025-10,mi,2501
2025-10,mn,290
2025-10,mo,624
2025-10,ms,115
2025-10,mt,16
2025-10,nc,415
2025-10,nd,24
2025-10,ne,89
2025-10,nh,52
2025-10,nj,124
2025-10,nm,202
2025-10,nv,245
2025-10,ny,615
2025-10,oh,1823
2025-10,ok,585
2025-10,or,221
2025-10,pa,121
2025-10,ri,68
2025-10,sc,258
2025-10,sd,27
2025-10,tn,460
2025-10,tx,3627
2025-10,ut,224
2025-10,va,1370
2025-10,vt,0
2025-10,wa,795
2025-10,wi,1129
2025-10,wv,7
2025-10,wy,27
2025-11,ak,0
2025-11,al,1098
2025-11,ar,167
2025-11,az,908
2025-11,ca,7492
2025-11,co,1141
2025-11,ct,337
2025-11,dc,43
2025-11,de,98
2025-11,fl,1836
2025-11,ga,2189
2025-11,hi,13
2025-11,ia,464
2025-11,id,88
2025-11,il,2675
2025-11,in,923
2025-11,ks,532
2025-11,ky,536
2025-11,la,475
2025-11,ma,346
2025-11,md,263
2025-11,me,14
2025-11,mi,2563
2025-11,mn,315
2025-11,mo,816
2025-11,ms,129
2025-11,mt,16
2025-11,nc,537
2025-11,nd,34
2025-11,ne,90
2025-11,nh,53
2025-11,nj,236
2025-11,nm,254
2025-11,nv,323
2025-11,ny,695
2025-11,oh,2102
2025-11,ok,619
2025-11,or,240
2025-11,pa,174
2025-11,ri,70
2025-11,sc,320
2025-11,sd,32
2025-11,tn,668
2025-11,tx,4533
2025-11,ut,255
2025-11,va,1444
2025-11,vt,2
2025-11,wa,903
2025-11,wi,1209
2025-11,wv,11
2025-11,wy,45
2025-12,ak,0
2025-12,al,1206
2025-12,ar,256
2025-12,az,1181
2025-12,ca,9105
2025-12,co,1380
2025-12,ct,491
2025-12,dc,47
2025-12,de,123
2025-12,fl,2836
2025-12,ga,3061
2025-12,hi,24
2025-12,ia,488
2025-12,id,123
2025-12,il,3308
2025-12,in,1483
2025-12,ks,810
2025-12,ky,672
2025-12,la,661
2025-12,ma,405
2025-12,md,340
2025-12,me,17
2025-12,mi,2675
2025-12,mn,490
2025-12,mo,1092
2025-12,ms,156
2025-12,mt,21
2025-12,nc,896
2025-12,nd,50
2025-12,ne,104
2025-12,nh,53
2025-12,nj,430
2025-12,nm,509
2025-12,nv,377
2025-12,ny,1252
2025-12,oh,2742
2025-12,ok,658
2025-12,or,305
2025-12,pa,315
2025-12,ri,95
2025-12,sc,500
2025-12,sd,41
2025-12,tn,1042
2025-12,tx,5873
2025-12,ut,372
2025-12,va,1642
2025-12,vt,5
2025-12,wa,1139
2025-12,wi,1342
2025-12,wv,42
2025-12,wy,50
2026-01,ak,0
2026-01,al,1384
2026-01,ar,326
2026-01,az,1416
2026-01,ca,10345
2026-01,co,1599
2026-01,ct,544
2026-01,dc,48
2026-01,de,141
2026-01,fl,3841
2026-01,ga,3995
2026-01,hi,45
2026-01,ia,530
2026-01,id,144
2026-01,il,3921
2026-01,in,1856
2026-01,ks,910
2026-01,ky,852
2026-01,la,821
2026-01,ma,512
2026-01,md,430
2026-01,me,23
2026-01,mi,2799
2026-01,mn,789
2026-01,mo,1297
2026-01,ms,206
2026-01,mt,23
2026-01,nc,1228
2026-01,nd,74
2026-01,ne,152
2026-01,nh,53
2026-01,nj,602
2026-01,nm,557
2026-01,nv,458
2026-01,ny,1813
2026-01,oh,3374
2026-01,ok,705
2026-01,or,331
2026-01,pa,579
2026-01,ri,137
2026-01,sc,675
2026-01,sd,59
2026-01,tn,1358
2026-01,tx,6981
2026-01,ut,455
2026-01,va,1846
2026-01,vt,5
2026-01,wa,1264
2026-01,wi,1431
2026-01,wv,49
2026-01,wy,50
2026-02,ak,0
2026-02,al,1516
2026-02,ar,367
2026-02,az,1662
2026-02,ca,11400
2026-02,co,1784
2026-02,ct,593
2026-02,dc,72
2026-02,de,156
2026-02,fl,4593
2026-02,ga,4612
2026-02,hi,36
2026-02,ia,559
2026-02,id,161
2026-02,il,4286
2026-02,in,2065
2026-02,ks,1144
2026-02,ky,958
2026-02,la,1111
2026-02,ma,607
2026-02,md,492
2026-02,me,32
2026-02,mi,2866
2026-02,mn,935
2026-02,mo,1703
2026-02,ms,256
2026-02,mt,24
2026-02,nc,1489
2026-02,nd,84
2026-02,ne,184
2026-02,nh,55
2026-02,nj,710
2026-02,nm,601
2026-02,nv,511
2026-02,ny,2123
2026-02,oh,3862
2026-02,ok,787
2026-02,or,356
2026-02,pa,721
2026-02,ri,166
2026-02,sc,882
2026-02,sd,71
2026-02,tn,1522
2026-02,tx,7935
2026-02,ut,587
2026-02,va,2029
2026-02,vt,9
2026-02,wa,1440
2026-02,wi,1513
2026-02,wv,63
2026-02,wy,50
2026-03,ak,0
2026-03,al,1616
2026-03,ar,411
2026-03,az,1749
2026-03,ca,12334
2026-03,co,1906
2026-03,ct,641
2026-03,dc,75
2026-03,de,179
2026-03,fl,5053
2026-03,ga,5134
2026-03,hi,39
2026-03,ia,605
2026-03,id,171
2026-03,il,4594
2026-03,in,2303
2026-03,ks,1350
2026-03,ky,1043
2026-03,la,1200
2026-03,ma,642
2026-03,md,510
2026-03,me,36
2026-03,mi,2913
2026-03,mn,979
2026-03,mo,1920
2026-03,ms,282
2026-03,mt,27
2026-03,nc,1655
2026-03,nd,90
2026-03,ne,221
2026-03,nh,55
2026-03,nj,788
2026-03,nm,627
2026-03,nv,549
2026-03,ny,2294
2026-03,oh,4164
2026-03,ok,875
2026-03,or,366
2026-03,pa,807
2026-03,ri,175
2026-03,sc,999
2026-03,sd,80
2026-03,tn,1650
2026-03,tx,9032
2026-03,ut,648
2026-03,va,2205
2026-03,vt,11
2026-03,wa,1516
2026-03,wi,1603
2026-03,wv,71
2026-03,wy,54
2026-04,ak,0
2026-04,al,1742
2026-04,ar,473
2026-04,az,1852
2026-04,ca,13099
2026-04,co,1985
2026-04,ct,687
2026-04,dc,96
2026-04,de,272
2026-04,fl,5732
2026-04,ga,5587
2026-04,hi,39
2026-04,ia,670
2026-04,id,184
2026-04,il,4985
2026-04,in,2431
2026-04,ks,1535
2026-04,ky,1160
2026-04,la,1271
2026-04,ma,684
2026-04,md,645
2026-04,me,38
2026-04,mi,2968
2026-04,mn,1070
2026-04,mo,2075
2026-04,ms,360
2026-04,mt,27
2026-04,nc,1941
2026-04,nd,98
2026-04,ne,302
2026-04,nh,55
2026-04,nj,888
2026-04,nm,677
2026-04,nv,580
2026-04,ny,2538
2026-04,oh,4557
2026-04,ok,911
2026-04,or,388
2026-04,pa,1061
2026-04,ri,191
2026-04,sc,1087
2026-04,sd,88
2026-04,tn,1822
2026-04,tx,9988
2026-04,ut,699
2026-04,va,2298
2026-04,vt,12
2026-04,wa,1582
2026-04,wi,1658
2026-04,wv,85
2026-04,wy,56
2026-05,ak,0
2026-05,al,1851
2026-05,ar,577
2026-05,az,1968
2026-05,ca,14101
2026-05,co,2106
2026-05,ct,719
2026-05,dc,102
2026-05,de,291
2026-05,fl,6284
2026-05,ga,6053
2026-05,hi,42
2026-05,ia,702
2026-05,id,203
2026-05,il,5301
2026-05,in,2543
2026-05,ks,1610
2026-05,ky,1275
2026-05,la,1373
2026-05,ma,748
2026-05,md,674
2026-05,me,43
2026-05,mi,3060
2026-05,mn,1186
2026-05,mo,2256
2026-05,ms,449
2026-05,mt,36
2026-05,nc,2211
2026-05,nd,103
2026-05,ne,333
2026-05,nh,56
2026-05,nj,1017
2026-05,nm,716
2026-05,nv,606
2026-05,ny,2768
2026-05,oh,4883
2026-05,ok,957
2026-05,or,406
2026-05,pa,1284
2026-05,ri,212
2026-05,sc,1217
2026-05,sd,94
2026-05,tn,1972
2026-05,tx,11054
2026-05,ut,780
2026-05,va,2418
2026-05,vt,13
2026-05,wa,1662
2026-05,wi,1716
2026-05,wv,105
2026-05,wy,56
2026-06,ak,1
2026-06,al,1948
2026-06,ar,715
2026-06,az,2087
2026-06,ca,15365
2026-06,co,2207
2026-06,ct,764
2026-06,dc,107
2026-06,de,323
2026-06,fl,6757
2026-06,ga,6441
2026-06,hi,42
2026-06,ia,732
2026-06,id,230
2026-06,il,5572
2026-06,in,2753
2026-06,ks,1670
2026-06,ky,1415
2026-06,la,1432
2026-06,ma,827
2026-06,md,712
2026-06,me,49
2026-06,mi,3175
2026-06,mn,1259
2026-06,mo,2451
2026-06,ms,542
2026-06,mt,43
2026-06,nc,2429
2026-06,nd,116
2026-06,ne,359
2026-06,nh,57
2026-06,nj,1190
2026-06,nm,763
2026-06,nv,636
2026-06,ny,3189
2026-06,oh,5238
2026-06,ok,1071
2026-06,or,405
2026-06,pa,1529
2026-06,ri,224
2026-06,sc,1313
2026-06,sd,108
2026-06,tn,2190
2026-06,tx,12124
2026-06,ut,849
2026-06,va,2511
2026-06,vt,18
2026-06,wa,1706
2026-06,wi,1798
2026-06,wv,130
2026-06,wy,57
2026-07,ak,1
2026-07,al,2086
2026-07,ar,822
2026-07,az,2184
2026-07,ca,16542
2026-07,co,2308
2026-07,ct,822
2026-07,dc,118
2026-07,de,349
2026-07,fl,7379
2026-07,ga,7244
2026-07,hi,43
2026-07,ia,774
2026-07,id,292
2026-07,il,5921
2026-07,in,2983
2026-07,ks,1755
2026-07,ky,1535
2026-07,la,1559
2026-07,ma,934
2026-07,md,785
2026-07,me,51
2026-07,mi,3315
2026-07,mn,1290
2026-07,mo,2838
2026-07,ms,676
2026-07,mt,45
2026-07,nc,2805
2026-07,nd,126
2026-07,ne,401
2026-07,nh,65
2026-07,nj,1309
2026-07,nm,830
2026-07,nv,674
2026-07,ny,3582
2026-07,oh,5657
2026-07,ok,1206
2026-07,or,442
2026-07,pa,1849
2026-07,ri,249
2026-07,sc,1474
2026-07,sd,123
2026-07,tn,2610
2026-07,tx,13400
2026-07,ut,908
2026-07,va,2695
2026-07,vt,24
2026-07,wa,1759
2026-07,wi,1915
2026-07,wv,177
2026-07,wy,60
