state,h_tract,w_tract,base_r30,base_r45,base_r60,base_r90,avoid_r30,avoid_r45,avoid_r60,avoid_r90
nc,37081016303,37129011606,7,7,7,9,0,0,0,1
nc,37081016305,37081010702,1,1,2,2,0,0,0,0
nc,37081016306,37119000104,0,0,0,0,0,0,0,0
nc,37081016407,37001020802,2,3,3,3,0,0,0,1
nc,37081016410,37081014406,0,0,0,0,0,0,0,0
nc,37081016702,37119005858,0,1,1,2,0,0,0,0
nc,37081016800,37151031305,0,0,0,0,0,0,0,0
nc,37081017200,37081010702,0,0,1,1,0,0,0,0
nc,37081017200,37081012619,1,1,1,1,0,0,0,0
nc,37081017200,37081016003,0,0,0,0,0,0,0,0
nc,37081017200,37183054106,1,2,2,3,0,0,0,1
nc,37083930200,37183052507,6,7,8,9,0,0,0,2
nc,37083930504,37127011501,0,0,0,0,0,0,0,0
nc,37083930800,37063002300,4,5,6,6,0,0,0,0
nc,37083930800,37131920301,2,3,3,3,0,0,0,0
nc,37083930902,37053110201,5,6,7,7,3,3,3,3
nc,37083930902,37183053613,1,1,2,2,0,0,0,0
nc,37083931102,37133000105,3,4,4,4,0,0,0,0
nc,37085070600,37045950702,8,11,12,12,0,0,0,2
nc,37085070600,37085070901,4,4,4,4,0,0,0,0
nc,37085070600,37183052701,5,5,5,5,0,0,0,0
nc,37085071002,37183053522,2,2,2,3,0,0,0,1
nc,37085071101,37085070100,2,2,2,2,0,0,0,1
nc,37085071101,37085070802,0,0,0,1,0,0,0,1
nc,37085071101,37105030401,0,0,0,0,0,0,0,0
nc,37085071102,37123960302,7,7,7,7,0,0,0,0
nc,37085071303,37105030401,4,3,3,3,0,0,0,0
nc,37085071303,37183054015,5,6,6,6,0,0,0,1
nc,37085071401,37051001200,3,3,4,4,0,0,0,0
nc,37085071402,37191001302,5,5,5,7,0,0,0,0
nc,37087920601,37087920602,1,1,1,1,1,1,1,1
nc,37087921302,37081012804,3,4,4,4,1,1,1,1
nc,37087921302,37135011902,3,5,5,5,1,1,1,3
nc,37089930502,37021002203,1,1,1,1,0,0,0,0
nc,37089930502,37119005405,2,3,5,5,1,1,1,1
nc,37089930702,37021002101,0,0,0,0,0,0,0,0
nc,37089930703,37021001801,1,1,1,1,0,0,0,0
nc,37089930900,37021001802,4,4,5,5,0,0,0,0
nc,37089931000,37021002203,1,1,2,3,0,0,0,0
nc,37089931000,37089931402,2,2,2,2,0,0,0,0
nc,37089931100,37089930202,5,5,4,4,0,0,0,0
nc,37093970106,37155960801,0,0,0,0,0,0,0,0
nc,37093970108,37093970300,1,1,1,1,0,0,0,1
nc,37093970108,37125950801,7,7,7,7,0,0,0,0
nc,37093970109,37155960102,0,0,0,0,0,0,0,0
nc,37093970109,37183053009,6,7,8,8,0,0,0,0
nc,37093970300,37093970104,0,0,0,0,0,0,0,0
nc,37093970300,37125951102,2,2,2,2,2,2,2,2
nc,37093970401,37191001800,5,5,4,4,0,0,0,0
nc,37093970402,37019020201,7,8,8,8,0,0,0,0
nc,37097060200,37119000800,0,0,0,0,0,0,0,0
nc,37097060300,37097060200,0,0,0,0,0,0,0,0
nc,37097060603,37023020600,6,6,6,6,0,0,0,0
nc,37097060801,37119006217,3,4,4,4,0,0,0,1
nc,37097060902,37119005536,2,3,3,4,0,0,0,0
nc,37097061001,37003040500,0,0,0,0,0,0,0,0
nc,37097061001,37097061407,3,4,4,4,1,1,1,1
nc,37097061003,37097060703,0,0,0,0,0,0,0,0
nc,37097061202,37119005306,0,0,1,1,0,0,0,0
nc,37097061202,37119980100,1,1,2,2,1,1,1,1
nc,37097061202,37179020602,2,5,6,8,0,0,0,1
nc,37097061203,37097061407,6,6,6,5,1,1,1,3
nc,37097061302,37119006404,4,4,4,4,1,1,1,1
nc,37097061401,37119002909,2,2,3,3,1,1,1,1
nc,37097061402,37007920301,5,5,5,4,1,1,1,2
nc,37097061402,37119005910,2,2,2,1,0,0,0,0
nc,37097061405,37097061603,2,3,4,4,2,2,2,2
nc,37097061501,37097061303,0,0,0,0,0,0,0,0
nc,37097061501,37097061402,9,10,10,9,0,0,0,0
nc,37097061501,37097061403,7,8,8,8,1,1,1,1
nc,37097061601,37025041202,2,2,2,2,0,0,0,0
nc,37097061601,37097061304,3,3,3,3,0,0,0,0
nc,37097061601,37159051202,3,4,4,4,0,0,0,0
nc,37097061603,37119005536,2,3,3,4,0,0,0,0
nc,37099950200,37099950300,0,0,0,0,0,0,0,0
nc,37099950500,37021000900,3,5,6,7,3,3,3,3
nc,37099950700,37099950900,0,0,0,0,0,0,0,0
nc,37101040103,37101040903,1,1,1,1,0,0,0,0
nc,37101040204,37063001801,1,1,1,1,0,0,0,0
nc,37101040205,37183054305,0,1,1,1,0,0,0,0
nc,37101040206,37127010506,10,12,14,17,0,0,0,0
nc,37101040206,37195001600,1,1,1,2,0,0,0,1
nc,37101040208,37183052902,2,3,3,3,0,0,0,0
nc,37101040209,37119005916,8,13,14,14,1,1,1,2
nc,37101040209,37183053609,13,13,12,7,0,0,0,0
nc,37101040600,37127010603,6,14,18,20,0,0,0,2
nc,37101040904,37101041001,0,0,0,0,0,0,0,0
nc,37101040905,37183053004,0,0,0,0,0,0,0,0
nc,37101041001,37183050900,2,4,4,4,0,0,0,0
nc,37101041001,37183052505,1,3,4,4,0,0,0,0
nc,37101041004,37183053609,5,7,8,9,0,1,1,1
nc,37101041105,37101041001,3,3,3,3,0,0,0,0
nc,37101041105,37183052101,1,1,1,1,0,0,0,0
nc,37101041106,37183052705,0,0,0,0,0,0,0,0
nc,37101041107,37101041004,2,2,2,2,0,0,0,0
nc,37101041107,37101041504,0,0,0,0,0,0,0,0
nc,37101041107,37183053507,1,1,1,1,0,0,0,0
nc,37101041110,37183052807,0,0,0,0,0,0,0,0
nc,37101041111,37183052701,0,0,0,0,0,0,0,0
nc,37101041401,37101041206,0,0,0,0,0,0,0,0
nc,37101041504,37183053003,0,1,1,1,0,0,0,0
nc,37101041509,37183052807,0,0,0,0,0,0,0,0
nc,37101041510,37183052809,0,0,0,0,0,0,0,0
nc,37101041510,37183053613,0,1,2,2,0,0,0,0
nc,37101041511,37085070904,3,3,3,3,0,0,0,0
nc,37105030101,37105030601,0,0,0,0,0,0,0,0
nc,37105030102,37105030602,0,0,0,0,0,0,0,0
nc,37105030300,37105030703,1,2,2,3,0,0,0,0
nc,37105030602,37105030601,0,0,0,0,0,0,0,0
nc,37105030702,37085070903,0,0,0,0,0,0,0,0
nc,37105030703,37051003314,4,4,5,5,0,0,0,0
nc,37105030703,37105030402,0,0,0,0,0,0,0,0
nc,37105030704,37105030401,0,0,0,0,0,0,0,0
nc,37107010100,37183054018,2,3,6,6,0,0,0,0
nc,37107010300,37063002100,14,18,23,30,0,0,0,0
nc,37107010500,37191001800,4,4,6,8,0,0,0,0
nc,37107010800,37023021100,25,28,32,40,0,0,0,1
nc,37107011002,37195000402,2,3,3,3,0,0,0,0
nc,37107011100,37107011001,1,2,2,2,0,0,0,0
nc,37107011202,37107010700,1,2,2,2,0,0,0,0
nc,37107011302,37061090103,0,0,0,0,0,0,0,0
nc,37109070400,37109070201,1,2,2,2,0,0,0,0
nc,37109070500,37051002001,19,22,23,24,0,0,0,2
nc,37109070700,37109070202,4,4,4,4,0,0,0,0
nc,37109070800,37035010600,1,1,1,1,0,0,0,0
nc,37109070901,37097061304,10,10,10,9,3,3,3,5
nc,37109070901,37119006208,5,6,6,6,0,0,0,4
nc,37109070902,37109071101,0,1,1,1,0,0,0,1
nc,37109071001,37023020204,5,6,6,6,0,0,0,0
nc,37109071001,37119980200,5,5,5,5,0,0,0,0
nc,37111970200,37111970500,0,0,0,1,0,0,0,1
nc,37111970300,37023021400,1,1,2,2,0,0,0,2
nc,37111970800,37021000100,3,3,3,3,1,1,1,1
nc,37111970902,37045951300,1,2,2,2,0,0,0,0
nc,37111970902,37159050202,8,9,9,9,0,0,0,0
nc,37111970903,37071032406,2,3,4,5,0,0,0,0
nc,37113970100,37113970304,2,2,2,2,0,0,0,0
nc,37113970200,37113970303,4,4,4,4,0,0,0,0
nc,37113970700,37021002204,14,16,16,17,3,3,3,3
nc,37115010500,37189920601,11,13,13,13,1,1,1,2
nc,37115010700,37021002204,0,1,1,1,0,0,0,0
nc,37117970100,37147000702,1,1,1,1,0,0,0,0
nc,37117970300,37183052701,5,5,6,9,0,0,0,2
nc,37117970500,37117970200,0,0,0,0,0,0,0,0
nc,37119000302,37119005860,2,2,2,2,0,0,0,1
nc,37119000502,37119003805,0,0,0,0,0,0,0,0
nc,37119000502,37133002600,9,9,9,11,0,0,0,1
nc,37119000700,37119000101,1,1,1,1,0,0,0,0
nc,37119000700,37119003805,0,0,0,0,0,0,0,0
nc,37119000700,37119980100,2,2,2,2,1,1,1,1
nc,37119000800,37119002909,0,0,0,0,0,0,0,0
nc,37119000900,37119005829,1,1,1,1,0,0,0,0
nc,37119000900,37119005858,0,1,1,2,0,0,0,0
nc,37119001100,37119000301,0,0,0,0,0,0,0,0
nc,37119001300,37119001911,0,1,1,1,0,0,0,0
nc,37119001505,37097061303,4,4,4,4,0,0,0,0
nc,37119001505,37119002903,0,0,0,0,0,0,0,0
nc,37119001508,37119000104,2,2,2,2,0,0,0,0
nc,37119001508,37119004400,1,1,1,1,0,0,0,0
nc,37119001701,37119004304,0,0,0,0,0,0,0,0
nc,37119001701,37119980200,0,0,0,0,0,0,0,0
nc,37119001702,37119005536,0,0,0,0,0,0,0,0
nc,37119001910,37119001917,0,0,0,0,0,0,0,0
nc,37119001911,37109071102,1,1,1,1,0,0,0,0
nc,37119001914,37119000401,0,0,0,0,0,0,0,0
nc,37119001916,37119001927,0,0,0,0,0,0,0,0
nc,37119001917,37119980200,0,0,0,0,0,0,0,0
nc,37119001918,37071032000,1,2,2,2,0,0,0,0
nc,37119001918,37119005533,2,3,3,3,0,0,0,0
nc,37119001923,37119002500,0,0,0,0,0,0,0,0
nc,37119001924,37119000102,0,0,0,0,0,0,0,0
nc,37119001926,37119000102,0,0,0,0,0,0,0,0
nc,37119001927,37119980300,0,0,0,0,0,0,0,0
nc,37119002006,37119000502,0,0,0,0,0,0,0,0
nc,37119002201,37119003805,0,0,0,0,0,0,0,0
nc,37119002202,37119003500,0,0,0,0,0,0,0,0
nc,37119002400,37119000600,0,0,0,0,0,0,0,0
nc,37119002400,37119005913,0,0,1,1,0,0,0,1
nc,37119002500,37119000101,1,1,1,1,0,0,0,0
nc,37119002500,37119003500,0,0,0,0,0,0,0,0
nc,37119002800,37119003702,0,0,0,0,0,0,0,0
nc,37119002907,37081016201,0,0,0,0,0,0,0,0
nc,37119002908,37119002910,0,0,0,0,0,0,0,0
nc,37119003006,37119005536,0,0,0,0,0,0,0,0
nc,37119003015,37119980300,0,0,0,0,0,0,0,0
nc,37119003016,37119002909,0,0,0,0,0,0,0,0
nc,37119003017,37119001914,0,0,0,0,0,0,0,0
nc,37119003018,37119002701,0,0,0,0,0,0,0,0
nc,37119003022,37119003802,0,0,0,0,0,0,0,0
nc,37119003022,37119980300,0,0,0,0,0,0,0,0
nc,37119003106,37119003802,0,0,0,0,0,0,0,0
nc,37119003106,37183053613,6,7,8,9,0,0,0,2
nc,37119003110,37119002910,0,0,0,0,0,0,0,0
nc,37119003110,37119006005,2,2,2,2,0,0,0,0
nc,37119003111,37119000102,0,0,0,0,0,0,0,0
nc,37119003302,37183053415,6,7,8,9,1,1,1,2
nc,37119003402,37149920304,4,6,6,6,0,0,0,1
nc,37119003600,37119980200,0,0,0,0,0,0,0,0
nc,37119003807,37119004200,0,0,0,0,0,0,0,0
nc,37119003809,37035011503,2,2,2,2,0,0,0,0
nc,37119003903,37119005515,1,1,1,1,0,0,0,0
nc,37119004101,37119000401,0,0,0,0,0,0,0,0
nc,37119004200,37119003702,0,0,0,0,0,0,0,0
nc,37119004302,37119002005,0,0,0,0,0,0,0,0
nc,37119004302,37119005623,0,0,0,0,0,0,0,0
nc,37119004304,37119000101,0,0,0,0,0,0,0,0
nc,37119004306,37119000502,0,0,0,0,0,0,0,0
nc,37119004400,37119005508,0,0,0,0,0,0,0,0
nc,37119004600,37159050202,0,0,0,0,0,0,0,0
nc,37119004800,37119003903,1,1,1,1,0,0,0,0
nc,37119004800,37119005928,1,1,1,1,0,0,0,0
nc,37119005307,37021000100,5,7,7,7,0,0,0,0
nc,37119005307,37119003022,1,1,1,2,0,0,0,1
nc,37119005404,37025041505,4,4,4,5,0,0,0,0
nc,37119005404,37151031601,0,0,0,0,0,0,0,0
nc,37119005405,37119005919,0,0,0,0,0,0,0,0
nc,37119005510,37119005847,0,0,0,0,0,0,0,0
nc,37119005511,37119006224,2,2,2,2,0,0,0,0
nc,37119005512,37119003500,0,0,0,0,0,0,0,0
nc,37119005515,37025042300,1,1,1,1,0,0,0,0
nc,37119005516,37119006112,2,2,2,1,0,0,0,1
nc,37119005517,37071030404,6,6,6,6,0,0,0,1
nc,37119005519,37101040800,4,5,5,5,1,1,1,2
nc,37119005527,37119005833,1,1,1,1,0,0,0,0
nc,37119005529,37025041201,1,1,1,1,0,0,0,0
nc,37119005530,37119000104,0,0,0,0,0,0,0,0
nc,37119005530,37119004400,0,0,0,0,0,0,0,0
nc,37119005532,37097061304,4,4,4,4,0,0,0,1
nc,37119005534,37119000102,0,1,1,1,0,0,0,0
nc,37119005536,37119000501,0,0,0,0,0,0,0,0
nc,37119005609,37119005915,1,2,4,4,0,0,0,1
nc,37119005610,37119000401,1,2,3,3,0,0,0,0
nc,37119005613,37119003022,3,3,3,3,0,0,0,1
nc,37119005616,37119004304,0,0,0,0,0,0,0,0
nc,37119005618,37119000402,0,0,0,0,0,0,0,0
nc,37119005619,37119001917,0,0,0,0,0,0,0,0
nc,37119005622,37025042603,1,1,1,1,0,0,0,0
nc,37119005622,37119005919,1,1,2,2,0,0,0,0
nc,37119005623,37119005403,0,0,0,0,0,0,0,0
nc,37119005626,37119005851,4,4,4,4,0,0,0,0
nc,37119005710,37119003008,0,0,0,0,0,0,0,0
nc,37119005710,37119005517,1,1,1,1,0,0,0,0
nc,37119005716,37001020701,1,2,2,2,0,0,0,1
nc,37119005716,37119002903,0,0,0,0,0,0,0,0
nc,37119005719,37179020307,3,6,5,7,0,0,0,1
nc,37119005723,37119005840,2,2,2,2,0,0,0,0
nc,37119005723,37119005866,0,0,0,0,0,0,0,0
nc,37119005817,37119000102,0,0,0,0,0,0,0,0
nc,37119005826,37119001000,0,0,0,0,0,0,0,0
nc,37119005826,37119002500,0,0,0,0,0,0,0,0
nc,37119005827,37097061408,5,5,4,5,0,0,0,0
nc,37119005827,37119002903,0,0,0,0,0,0,0,0
nc,37119005836,37119002202,3,4,4,4,1,1,1,1
nc,37119005840,37071032405,0,1,1,1,0,0,0,0
nc,37119005843,37159051400,0,0,0,1,0,0,0,1
nc,37119005845,37119003402,0,0,0,0,0,0,0,0
nc,37119005845,37179020307,2,4,4,5,0,0,0,1
nc,37119005848,37119000102,0,0,0,0,0,0,0,0
nc,37119005850,37119001910,0,0,0,0,0,0,0,0
nc,37119005850,37189920800,6,7,7,8,2,2,2,3
nc,37119005851,37119005866,1,1,1,1,0,0,0,0
nc,37119005852,37081012509,0,0,0,1,0,0,0,1
nc,37119005853,37063002021,8,9,11,12,1,1,1,2
nc,37119005855,37119003805,0,1,2,3,0,0,0,0
nc,37119005855,37119005916,0,1,1,2,0,0,0,0
nc,37119005856,37119005916,1,4,4,4,0,0,0,0
nc,37119005858,37119005918,4,9,10,10,0,0,0,0
nc,37119005862,37119005604,2,2,2,3,1,1,1,1
nc,37119005864,37119003805,0,1,2,3,0,0,0,0
nc,37119005866,37119003805,0,1,1,1,0,0,0,0
nc,37119005866,37179021016,3,4,4,4,0,0,0,0
nc,37119005867,37183052814,9,12,13,13,1,1,1,3
nc,37119005908,37119002903,0,0,0,0,0,0,0,0
nc,37119005913,37025041604,1,1,2,2,0,0,0,0
nc,37119005915,37119003022,0,0,0,0,0,0,0,0
nc,37119005920,37071030503,1,2,2,2,0,1,1,1
nc,37119005923,37119000600,0,0,1,1,0,0,0,0
nc,37119005924,37119005100,1,1,1,1,0,0,0,1
nc,37119005926,37119000102,0,1,2,2,0,0,0,0
nc,37119005929,37119005826,2,3,5,5,0,0,0,0
nc,37119005929,37183053506,6,7,9,10,1,1,1,2
nc,37119006011,37119980200,0,0,0,0,0,0,0,0
nc,37119006012,37119003500,0,0,0,0,0,0,0,0
nc,37119006103,37119002600,1,1,1,1,1,1,1,1
nc,37119006105,37025040900,0,0,0,0,0,0,0,0
nc,37119006105,37071030106,3,3,3,3,1,1,1,1
nc,37119006108,37119002903,0,0,0,0,0,0,0,0
nc,37119006111,37119005826,0,0,0,0,0,0,0,0
nc,37119006211,37025042602,3,2,2,3,0,0,0,1
nc,37119006211,37035011102,9,9,10,10,0,0,0,1
nc,37119006216,37097061404,2,2,2,2,0,0,0,0
nc,37119006223,37119005916,2,2,2,2,0,0,0,0
nc,37119006306,37097061404,0,0,0,1,0,0,0,1
nc,37119006306,37119000101,2,2,2,2,1,1,1,1
nc,37119006306,37119006211,0,0,0,1,0,0,0,1
nc,37119006307,37119005916,1,1,1,1,1,1,1,1
nc,37119006311,37119005525,0,0,0,0,0,0,0,0
nc,37119006403,37119000102,2,2,2,2,0,0,0,0
nc,37119006407,37119005916,1,1,1,1,0,0,0,1
nc,37121950100,37199960300,0,1,2,2,0,0,0,0
nc,37123960202,37183052701,5,6,7,8,1,1,1,1
nc,37123960402,37123960401,0,0,0,0,0,0,0,0
nc,37125950304,37125950604,2,3,3,4,0,0,0,0
nc,37125950403,37155960900,11,11,11,11,0,0,0,0
nc,37125950404,37051003302,0,0,0,0,0,0,0,0
nc,37125950503,37085070700,4,4,4,4,0,0,0,0
nc,37125950506,37125950601,0,0,0,0,0,0,0,0
nc,37125950801,37125950601,0,0,0,0,0,0,0,0
nc,37125950802,37081016007,2,2,2,2,0,0,0,0
nc,37127010604,37167931204,10,14,14,17,1,1,1,3
nc,37127010604,37183052307,5,8,8,10,0,0,0,2
nc,37127010802,37127010700,0,0,0,0,0,0,0,0
nc,37127010900,37065021000,1,1,2,2,0,0,0,0
nc,37127011101,37127010900,2,3,3,3,0,0,0,0
nc,37127011201,37127010506,1,1,1,1,0,0,0,0
nc,37127011400,37195000802,11,10,10,10,0,0,0,2
nc,37129010200,37129010504,0,0,0,0,0,0,0,0
nc,37129010400,37129010100,0,0,0,0,0,0,0,0
nc,37129010503,37129010600,0,0,0,0,0,0,0,0
nc,37129010504,37051003207,7,10,11,11,0,0,0,0
nc,37129010600,37129011606,0,0,0,0,0,0,0,0
nc,37129010800,37183052701,1,3,5,5,0,0,0,1
nc,37129011100,37129011503,1,1,2,3,1,1,2,3
nc,37129011501,37189920400,12,15,17,18,0,0,0,2
nc,37129011503,37047930200,1,2,3,3,0,0,0,0
nc,37129011504,37129011503,1,2,2,2,1,2,2,2
nc,37129011608,37129010600,1,1,1,1,0,0,0,0
nc,37129011611,37183053609,5,7,9,10,0,0,0,1
nc,37129011612,37129011300,0,0,0,0,0,0,0,0
nc,37129011701,37129010501,0,0,0,0,0,0,0,0
nc,37129011701,37129011300,0,0,0,0,0,0,0,0
nc,37129011703,37129012109,0,0,0,0,0,0,0,0
nc,37129011705,37129011200,0,0,0,0,0,0,0,0
nc,37129011705,37129011608,1,1,1,2,0,0,0,1
nc,37129011705,37157040300,9,11,12,14,0,0,0,4
nc,37129011905,37129010501,1,1,1,1,0,0,0,0
nc,37129011905,37155960701,6,9,10,11,1,1,1,2
nc,37129012008,37125950603,11,14,15,15,0,0,0,1
nc,37129012010,37129011701,0,0,1,1,0,0,0,1
nc,37129012012,37129010600,0,0,0,0,0,0,0,0
nc,37129012106,37129010600,3,3,4,5,0,0,0,1
nc,37129012106,37129011504,6,6,7,8,0,0,0,3
nc,37129012110,37129010504,2,2,2,2,0,0,0,0
nc,37129012110,37141920403,1,3,5,5,0,0,0,0
nc,37129012111,37129011300,0,0,0,0,0,0,0,0
nc,37129012111,37129012201,4,4,4,4,2,2,2,2
nc,37129012201,37009970501,14,18,22,23,2,2,2,5
nc,37129012202,37063002029,9,13,16,16,2,2,2,4
nc,37133000103,37183053724,13,17,22,29,0,0,0,0
nc,37133000204,37061090503,0,0,0,0,0,0,0,0
nc,37133000205,37067003315,7,7,7,7,0,0,0,0
nc,37133000207,37049960600,0,0,0,0,0,0,0,0
nc,37133000401,37051003318,0,0,0,0,0,0,0,0
nc,37133001101,37133001400,1,1,1,1,0,0,0,0
nc,37133001201,37133001101,1,1,1,2,0,0,0,1
nc,37133001202,37183053009,3,3,3,3,0,0,0,1
nc,37133002202,37133002600,0,0,0,0,0,0,0,0
nc,37133002400,37049961301,0,0,0,1,0,0,0,1
nc,37133002500,37133001303,1,1,1,2,0,0,0,0
nc,37133002802,37147000605,3,4,6,6,0,0,0,0
nc,37133002803,37031970806,0,0,0,0,0,0,0,0
nc,37133002803,37133000401,2,2,2,3,0,0,0,0
nc,37135010705,37135011601,1,1,1,1,0,0,1,1
nc,37135010708,37081016502,0,0,0,1,0,0,0,1
nc,37135010710,37135011103,0,0,0,0,0,0,0,0
nc,37135010803,37183052601,2,2,2,3,0,0,0,1
nc,37135010804,37063002100,0,0,0,0,0,0,0,0
nc,37135010804,37183053208,3,4,4,4,0,0,0,0
nc,37135010902,37135011206,0,0,0,0,0,0,0,0
nc,37135011001,37063002100,0,0,0,0,0,0,0,0
nc,37135011002,37159051202,0,0,0,1,0,0,0,1
nc,37135011103,37101041005,6,8,9,9,0,0,0,0
nc,37135011104,37063001501,0,0,0,0,0,0,0,0
nc,37135011104,37183052701,1,1,1,2,0,0,0,1
nc,37135011204,37125950802,1,1,1,2,0,0,0,1
nc,37135011207,37135011902,0,0,0,0,0,0,0,0
nc,37135011210,37135010705,0,0,0,0,0,0,0,0
nc,37135011400,37135011601,0,0,1,1,0,0,1,1
nc,37135011400,37183054118,8,9,10,10,2,2,2,2
nc,37135012201,37135011601,2,2,2,2,0,0,1,1
nc,37135012202,37135011601,2,2,2,2,0,0,1,1
nc,37139960400,37025041202,14,17,18,20,1,1,1,3
nc,37139960600,37091950300,1,2,2,2,0,0,0,0
nc,37139960701,37139960100,0,0,0,0,0,0,0,0
nc,37141920201,37129010600,1,1,2,2,1,1,2,2
nc,37141920201,37129011605,1,1,2,2,1,1,2,2
nc,37141920201,37141920106,0,0,0,0,0,0,0,0
nc,37141920202,37129011300,1,1,2,2,0,0,0,0
nc,37141920300,37061090402,0,0,0,0,0,0,0,0
nc,37141920300,37141920401,0,0,0,0,0,0,0,0
nc,37141920402,37129011701,1,1,1,2,0,0,0,0
nc,37141920403,37101040800,1,1,1,1,0,0,0,0
nc,37141920601,37063001100,3,5,5,5,0,0,0,1
nc,37141920601,37129011504,1,1,1,1,0,0,0,0
nc,37141920602,37129010600,4,4,4,4,0,0,0,0
nc,37143920101,37139960600,0,0,0,0,0,0,0,0
nc,37145920100,37135012103,2,2,2,3,0,0,0,0
nc,37145920200,37145920400,0,0,0,0,0,0,0,0
nc,37145920500,37063001501,0,0,0,0,0,0,0,0
nc,37145920500,37145920601,0,0,0,0,0,0,0,0
nc,37145920500,37147000101,4,6,6,10,0,0,0,3
nc,37147000101,37147000605,2,2,2,2,0,0,0,0
nc,37147000102,37147000101,0,0,0,0,0,0,0,0
nc,37147000303,37147000101,1,1,1,1,1,1,1,1
nc,37147000303,37195000802,2,2,2,4,1,1,1,3
nc,37147000304,37147001700,0,0,0,1,0,0,0,1
nc,37147000400,37183052401,2,3,7,10,0,0,0,2
nc,37147000400,37183053405,3,7,10,12,0,0,0,2
nc,37147000504,37147000501,0,1,1,1,0,0,0,0
nc,37147000605,37127011104,6,6,6,8,0,0,0,2
nc,37147000606,37147000605,0,0,0,0,0,0,0,0
nc,37147000901,37147000605,2,2,2,2,0,0,0,0
nc,37147001002,37013931002,1,1,1,1,0,0,0,0
nc,37147001002,37147000501,3,4,4,4,0,0,0,0
nc,37147001003,37107010800,1,2,2,2,0,0,0,0
nc,37147001003,37147000101,0,0,0,0,0,0,0,0
nc,37147001100,37081016406,3,5,9,12,0,0,0,3
nc,37147001200,37147000101,1,1,1,1,0,0,0,0
nc,37147001301,37147000605,0,0,0,0,0,0,0,0
nc,37147001305,37147000501,0,0,0,0,0,0,0,0
nc,37147001305,37183053003,3,8,11,12,0,0,0,1
nc,37147001402,37107010700,0,0,0,0,0,0,0,0
nc,37147001602,37147000602,0,0,0,0,0,0,0,0
nc,37147001700,37119003600,9,15,19,20,1,1,1,3
nc,37147001800,37147000605,0,0,0,0,0,0,0,0
nc,37147002002,37139960600,2,4,4,4,0,0,0,0
nc,37151030504,37057060800,3,3,3,3,0,0,0,0
nc,37151030600,37119006407,3,3,3,3,0,0,0,0
nc,37151030700,37037020402,0,0,0,0,0,0,0,0
nc,37151030803,37081012619,0,0,0,0,0,0,0,0
nc,37151030804,37067003804,1,1,1,2,0,0,0,1
nc,37151030806,37119003805,4,6,7,7,0,0,0,1
nc,37151031102,37081016011,0,0,0,0,0,0,0,0
nc,37151031102,37151030400,0,0,0,0,0,0,0,0
nc,37151031200,37067003107,0,0,0,0,0,0,0,0
nc,37151031200,37167931002,1,1,1,1,0,0,0,0
nc,37151031307,37119005533,4,5,5,5,0,0,0,0
nc,37151031401,37081980100,0,1,1,1,0,0,0,0
nc,37151031501,37081014501,0,0,0,0,0,0,0,0
nc,37151031501,37119006211,3,3,3,3,0,0,0,0
nc,37153971100,37007920400,3,3,3,3,0,0,0,0
nc,37155960102,37195000402,1,10,15,20,0,0,0,5
nc,37155960203,37183052701,2,2,2,2,0,0,0,0
nc,37155960403,37081014503,3,4,5,6,0,0,0,1
nc,37155960404,37165010400,0,0,0,0,0,0,0,0
nc,37155960502,37155960503,0,0,0,0,0,0,0,0
nc,37155960802,37051003800,1,1,1,1,0,0,0,0
nc,37155961302,37057061807,9,10,11,12,0,0,0,0
nc,37155961400,37047930700,1,1,1,1,0,0,0,0
nc,37155961400,37155961000,2,2,2,2,0,0,0,0
nc,37155961500,37001021901,5,7,7,8,0,0,0,1
nc,37155961700,37155960502,2,2,2,2,0,0,0,0
nc,37155961801,37155961301,0,0,0,0,0,0,0,0
nc,37157040101,37081016503,1,2,2,2,0,0,0,0
nc,37157040400,37057061502,1,1,1,1,0,0,0,0
nc,37157041001,37001021801,0,1,1,2,0,0,0,1
nc,37157041300,37001021201,4,4,4,4,0,0,0,0
nc,37157041300,37071031706,3,5,5,6,0,0,0,1
nc,37159050300,37097061403,4,4,4,4,1,1,1,1
nc,37159050400,37025040800,0,1,1,1,0,0,0,0
nc,37159050700,37183050100,4,5,5,5,1,1,1,1
nc,37159050800,37097061302,1,1,1,1,0,0,0,0
nc,37159050800,37159050400,0,0,0,0,0,0,0,0
nc,37159050903,37067003702,2,2,2,2,0,0,0,0
nc,37159050904,37025042602,2,2,2,2,0,0,0,1
nc,37159051001,37159051002,0,0,0,0,0,0,0,0
nc,37159051102,37089930800,21,24,24,23,0,0,0,2
nc,37159051102,37159051901,0,0,0,0,0,0,0,0
nc,37159051201,37119003500,0,0,0,0,0,0,0,0
nc,37159051302,37057060900,1,1,1,1,0,0,0,1
nc,37159051302,37159050500,0,0,0,0,0,0,0,0
nc,37159051303,37119000102,3,3,3,3,0,0,0,0
nc,37159051400,37159051303,0,2,3,3,0,0,0,0
nc,37159051501,37025040705,0,0,0,0,0,0,0,0
nc,37159051600,37025040703,0,0,0,0,0,0,0,0
nc,37159051600,37025040704,0,0,0,0,0,0,0,0
nc,37159051600,37159051204,0,0,0,0,0,0,0,0
nc,37159051700,37159051202,0,0,0,0,0,0,0,0
nc,37159051700,37183052701,3,4,4,4,1,1,1,1
nc,37161960101,37161960502,0,0,0,0,0,0,0,0
