state,h_tract,w_tract,base_r30,base_r45,base_r60,base_r90,avoid_r30,avoid_r45,avoid_r60,avoid_r90
fl,12057012108,12057011303,1,3,3,4,0,1,1,4
fl,12057012208,12057005101,0,1,2,2,0,0,0,0
fl,12057012212,12057014122,0,0,0,1,0,0,0,1
fl,12057012503,12095018201,3,5,5,7,0,0,0,1
fl,12057012600,12105013500,5,9,9,9,0,0,0,1
fl,12057012900,12057012109,2,2,2,2,0,0,0,0
fl,12057013002,12057012103,1,4,4,4,0,0,0,0
fl,12057013206,12057005101,1,1,2,2,0,0,0,0
fl,12057013206,12057013311,1,1,2,2,0,0,0,0
fl,12057013311,12057005301,0,1,2,2,0,0,0,0
fl,12057013319,12105012004,4,6,6,7,0,0,0,0
fl,12057013407,12057011013,0,0,1,1,0,0,0,0
fl,12057013412,12057013923,1,1,2,2,0,0,0,0
fl,12057013413,12057013702,0,0,0,0,0,0,0,0
fl,12057013414,12057005800,1,1,1,1,0,0,0,0
fl,12057013702,12057005101,0,0,0,0,0,0,0,0
fl,12057013703,12053040801,1,1,3,4,1,1,1,2
fl,12057013703,12099007740,5,6,8,12,1,1,1,6
fl,12057013801,12057012501,1,1,1,2,0,0,0,0
fl,12057013912,12057005101,0,1,2,2,0,0,0,0
fl,12057013912,12057005700,0,1,2,2,0,0,0,0
fl,12057013912,12103021501,4,7,8,8,1,1,1,1
fl,12057013916,12057014009,3,4,4,4,0,0,0,1
fl,12057014014,12057010401,4,5,5,5,0,0,0,0
fl,12057014017,12057004601,2,4,4,4,0,0,0,0
fl,12057014104,12101032902,3,4,4,4,0,0,0,1
fl,12057014109,12057014008,0,1,1,1,0,0,0,0
fl,12057014109,12057014200,1,2,2,2,0,0,0,1
fl,12057014109,12103020800,3,3,3,3,1,1,1,1
fl,12057014117,12057005101,0,0,0,0,0,0,0,0
fl,12057014117,12057011017,2,3,3,2,0,0,0,0
fl,12057014400,12081000805,4,5,6,8,0,0,1,2
fl,12061050101,12061050808,4,5,6,6,0,0,0,3
fl,12061050402,12009071341,1,5,6,6,0,1,1,4
fl,12061050601,12061050305,1,2,2,2,0,0,0,0
fl,12061050607,12009065123,5,8,9,9,0,1,1,6
fl,12061050607,12061050201,2,2,2,2,0,0,0,2
fl,12061050704,12061050101,0,0,0,0,0,0,0,0
fl,12061050706,12111380400,10,12,12,12,1,1,1,2
fl,12061050809,12095014606,11,16,18,19,2,2,2,6
fl,12063210400,12133970103,1,1,1,1,0,0,0,0
fl,12065250200,12079110302,4,4,6,4,0,0,0,0
fl,12069030108,12117020904,2,3,3,3,0,0,0,0
fl,12069030210,12031012300,15,20,22,26,0,0,0,0
fl,12069030306,12001002204,2,4,4,6,1,1,1,1
fl,12069030307,12069030110,0,0,0,0,0,0,0,0
fl,12069030308,12071001203,27,30,30,32,2,2,2,7
fl,12069030406,12031014414,7,8,9,13,0,0,2,5
fl,12069030407,12117020805,4,5,5,5,0,0,0,1
fl,12069030409,12023110300,3,3,5,6,1,1,1,2
fl,12069030409,12127090402,5,4,4,4,0,0,0,0
fl,12069030507,12057010824,6,7,7,7,0,0,0,0
fl,12069030701,12031002701,13,19,22,28,0,0,0,3
fl,12069030804,12069030110,0,1,2,2,0,0,0,0
fl,12069030915,12069030803,0,0,0,0,0,0,0,0
fl,12069030916,12069030408,2,5,6,8,0,1,1,4
fl,12069030916,12069030914,2,4,4,4,0,0,0,0
fl,12069030918,12095016301,2,2,2,4,0,0,0,1
fl,12069031202,12031016300,11,14,16,17,0,0,0,2
fl,12069031203,12069030206,1,1,1,1,0,0,0,0
fl,12069031207,12095013604,7,10,11,9,0,0,0,1
fl,12069031306,12069031320,3,2,2,1,0,0,0,0
fl,12069031306,12095015901,6,10,11,10,0,0,0,1
fl,12069031306,12095017302,4,5,6,5,0,0,0,0
fl,12069031308,12031014417,13,16,16,20,0,0,1,5
fl,12069031309,12095012600,3,5,5,5,0,0,0,0
fl,12069031309,12097040808,6,10,12,12,1,1,1,1
fl,12069031309,12117020601,1,3,3,3,0,0,0,2
fl,12069031312,12069031317,2,2,3,3,0,0,0,0
fl,12069031312,12095017110,5,7,8,6,0,0,0,1
fl,12069031312,12095017402,4,6,7,5,0,0,0,1
fl,12069031317,12117021705,1,1,2,2,0,0,0,0
fl,12069031318,12083001403,3,3,3,4,0,0,0,1
fl,12069031319,12019031104,3,4,4,4,0,0,0,1
fl,12069031322,12033001202,16,21,25,30,2,2,2,10
fl,12071000306,12085001806,13,14,18,18,6,6,6,8
fl,12071000600,12071050205,3,3,4,4,0,0,0,3
fl,12071001206,12101032804,18,23,28,30,0,0,0,0
fl,12071001208,12071001206,0,0,0,0,0,0,0,0
fl,12071001208,12071010307,2,4,4,5,1,1,1,1
fl,12071001601,12071001206,2,2,2,2,0,0,0,0
fl,12071001709,12095017018,20,26,28,30,1,1,1,1
fl,12071001917,12071020801,12,12,12,13,1,1,1,3
fl,12071010109,12086000711,12,16,18,18,0,0,0,1
fl,12071010208,12095014804,26,34,35,37,1,1,1,2
fl,12071010306,12071010303,0,0,0,0,0,0,0,0
fl,12071010307,12071001300,2,4,4,5,0,0,0,0
fl,12071010421,12071001401,2,4,4,6,0,0,0,0
fl,12071010802,12071000800,6,6,6,6,2,2,2,5
fl,12071020502,12071010307,2,2,2,2,0,0,0,0
fl,12071040123,12071001206,0,1,1,1,0,0,0,0
fl,12071040124,12086018100,7,8,7,9,0,1,1,1
fl,12071040127,12071000700,3,3,3,3,0,0,0,0
fl,12071040212,12021010807,6,6,9,9,0,1,1,2
fl,12071040302,12021000101,5,10,16,18,0,1,2,2
fl,12071050205,12071010303,4,9,12,13,3,3,3,4
fl,12071050311,12071040139,0,0,0,0,0,0,0,0
fl,12071050317,12071050601,1,3,3,4,0,0,0,0
fl,12071050318,12071050317,0,0,0,0,0,0,0,0
fl,12071050401,12071050317,1,2,3,3,0,0,0,0
fl,12071050604,12009065001,14,17,21,28,4,4,4,12
fl,12071070202,12105012002,20,26,27,29,3,3,3,5
fl,12073001401,12001001819,9,10,11,13,1,1,1,5
fl,12073001601,12095014703,5,5,8,12,1,1,1,3
fl,12073001803,12073000907,3,3,3,3,0,0,0,0
fl,12073002101,12073002103,1,1,1,1,0,0,0,1
fl,12073002105,12073000502,1,1,2,3,0,0,0,1
fl,12073002201,12073002103,1,1,1,1,0,0,0,1
fl,12073002205,12039020800,3,4,4,4,0,0,0,0
fl,12073002205,12073000200,2,2,2,2,0,0,0,0
fl,12073002206,12073000302,2,2,2,2,1,1,1,1
fl,12073002416,12073001902,8,9,9,9,0,0,0,1
fl,12073002420,12073000200,2,2,2,2,0,0,0,0
fl,12073002512,12073000302,4,5,5,5,0,0,0,1
fl,12073002514,12073000905,1,1,1,1,0,0,0,0
fl,12073002701,12073002603,0,0,0,0,0,0,0,0
fl,12075970200,12081001916,3,4,5,7,0,1,2,4
fl,12077950202,12013010100,2,3,3,3,0,0,0,0
fl,12081000103,12081000406,0,0,0,0,0,0,0,0
fl,12081000204,12057004601,1,3,4,5,0,0,0,0
fl,12081000307,12081000805,0,0,0,0,0,0,0,0
fl,12081000313,12057010820,5,9,11,11,0,0,0,0
fl,12081000501,12115000102,5,7,7,8,0,0,0,2
fl,12081000603,12081001701,1,2,2,2,0,0,0,0
fl,12081001502,12103025009,3,5,6,7,1,1,1,5
fl,12081001908,12081000101,2,2,2,2,0,0,0,2
fl,12081001911,12057012211,3,5,5,5,0,0,0,0
fl,12081001916,12081000703,2,2,2,3,0,0,0,2
fl,12081002003,12115002013,0,1,3,3,0,0,0,0
fl,12081002019,12081000805,2,2,3,4,0,0,0,1
fl,12081002023,12021010905,1,2,3,3,0,0,0,0
fl,12081002023,12115000501,2,3,3,4,0,0,0,0
fl,12081002025,12115001801,1,1,1,2,0,0,0,1
fl,12083000201,12069030803,3,3,3,4,0,0,0,1
fl,12083000605,12017450305,0,0,0,0,0,0,0,0
fl,12083000803,12069030505,1,1,1,2,0,0,0,1
fl,12083001013,12083000302,0,0,0,0,0,0,0,0
fl,12083001209,12083002505,0,0,0,0,0,0,0,0
fl,12083001403,12103024512,2,2,2,3,0,0,0,0
fl,12083002202,12069031315,3,3,3,4,0,0,0,0
fl,12083002402,12083001105,2,2,2,1,0,0,0,0
fl,12083002607,12083001010,0,0,0,0,0,0,0,0
fl,12083002704,12117022006,5,5,6,8,0,0,0,0
fl,12085000604,12085000800,0,0,0,0,0,0,0,0
fl,12085000610,12085000100,1,1,1,1,0,0,0,1
fl,12085000701,12085000200,1,1,1,1,0,0,0,0
fl,12085001000,12085001408,2,2,2,2,0,0,0,2
fl,12085001107,12085000800,1,1,1,2,0,0,0,0
fl,12085001107,12099000410,3,4,4,4,0,0,0,1
fl,12085001404,12086009010,3,5,7,8,0,0,0,2
fl,12085001406,12099000102,0,0,0,0,0,0,0,0
fl,12085001408,12101031701,7,9,14,20,1,1,2,11
fl,12085001410,12085000800,2,3,3,4,0,0,0,2
fl,12086000115,12086000718,1,1,1,1,0,0,0,0
fl,12086000120,12086013700,2,2,2,2,0,0,0,0
fl,12086000204,12086004205,3,5,5,6,0,0,0,1
fl,12086000206,12057013002,12,17,25,29,0,0,0,4
fl,12086000215,12086000504,0,0,0,0,0,0,0,0
fl,12086000215,12086000505,1,1,1,1,0,0,0,0
fl,12086000218,12086009065,11,11,11,13,0,0,0,1
fl,12086000219,12086004000,6,6,6,7,1,1,1,1
fl,12086000219,12086980500,11,11,11,13,0,0,0,1
fl,12086000220,12086004206,6,6,7,9,0,0,0,0
fl,12086000222,12086000508,0,0,0,0,0,0,0,0
fl,12086000223,12011020313,5,5,7,8,0,0,0,4
fl,12086000226,12086000145,0,0,1,1,0,0,0,1
fl,12086000228,12086980300,6,6,7,10,0,0,0,1
fl,12086000306,12011042200,1,2,3,4,0,0,0,2
fl,12086000307,12086006607,2,2,3,6,0,0,0,1
fl,12086000308,12011080200,1,1,2,3,0,0,0,2
fl,12086000402,12086981100,0,0,0,0,0,0,0,0
fl,12086000408,12086003919,3,4,4,4,0,0,0,1
fl,12086000414,12099000803,3,4,7,11,0,0,0,2
fl,12086000419,12011060125,12,15,15,16,0,0,0,4
fl,12086000601,12095017001,2,3,4,6,0,0,0,1
fl,12086000603,12086000508,0,0,0,0,0,0,0,0
fl,12086000611,12086005805,3,3,3,4,0,0,0,3
fl,12086000612,12086009029,0,0,0,0,0,0,0,0
fl,12086000715,12086009010,2,3,3,3,0,0,0,0
fl,12086000717,12086000705,0,0,0,0,0,0,0,0
fl,12086000720,12086980500,5,6,6,6,0,0,0,0
fl,12086001004,12086001701,3,3,3,3,0,0,0,0
fl,12086001101,12086003706,3,4,4,4,0,0,0,0
fl,12086001102,12086003400,2,2,3,3,0,0,0,1
fl,12086001204,12011043301,2,2,2,3,0,0,0,2
fl,12086001302,12086000719,2,3,3,3,0,0,0,0
fl,12086001401,12086009010,11,11,11,13,0,0,0,0
fl,12086001603,12011110309,2,4,4,4,0,0,0,1
fl,12086001603,12086004301,3,4,4,4,0,1,1,1
fl,12086001802,12086002600,1,1,1,1,0,0,0,0
fl,12086001901,12086007403,2,2,3,6,0,0,0,0
fl,12086001904,12086000109,2,3,4,4,0,0,0,0
fl,12086002404,12086007805,5,5,5,5,1,1,1,3
fl,12086002501,12086006206,1,2,3,3,0,0,0,0
fl,12086002702,12086004404,0,1,1,1,0,1,1,1
fl,12086002705,12086003710,1,1,1,1,1,2,2,2
fl,12086002708,12086007104,2,2,2,3,0,0,0,1
fl,12086003603,12086002800,2,2,2,2,1,1,1,1
fl,12086003605,12086005600,1,2,2,2,0,0,0,1
fl,12086003906,12086000134,2,2,2,2,0,0,0,1
fl,12086003912,12086003703,3,4,4,4,0,0,0,2
fl,12086003914,12086006716,3,3,3,3,0,0,0,2
fl,12086003918,12086019100,7,8,8,9,0,0,0,4
fl,12086004403,12086002201,1,1,1,1,1,1,1,1
fl,12086004405,12086004206,0,0,0,0,0,0,0,0
fl,12086004901,12086001608,0,1,1,1,0,1,1,1
fl,12086004904,12086000410,10,11,11,11,0,0,0,1
fl,12086005004,12099000410,7,8,14,18,3,3,3,6
fl,12086005405,12086006801,1,1,1,1,0,0,0,0
fl,12086005701,12086008904,0,0,0,0,0,0,0,0
fl,12086005803,12033000801,15,21,25,30,2,2,2,13
fl,12086005806,12011080500,4,5,9,10,0,0,0,2
fl,12086005903,12086003606,5,6,7,6,0,0,0,0
fl,12086005903,12095014202,1,4,5,5,0,0,0,1
fl,12086005904,12086003710,1,1,1,2,0,0,0,0
fl,12086006002,12086006402,0,0,0,0,0,0,0,0
fl,12086006004,12086003001,3,2,2,2,0,0,0,0
fl,12086006004,12086008805,0,0,0,0,0,0,0,0
fl,12086006402,12086003703,1,1,1,1,0,0,0,0
fl,12086006504,12086003704,2,2,2,2,1,1,1,1
fl,12086006902,12086009010,4,5,5,4,0,0,0,0
fl,12086007007,12086009040,6,6,8,8,0,0,0,0
fl,12086007200,12011090602,3,4,7,8,0,1,1,4
fl,12086007402,12011110345,4,5,6,6,0,0,1,1
fl,12086007610,12011110321,4,4,3,3,0,0,0,1
fl,12086007704,12099007421,9,12,18,22,0,0,0,1
fl,12086007705,12086017300,0,0,0,0,0,0,0,0
fl,12086007805,12086007403,1,2,2,2,0,0,0,1
fl,12086007805,12099007301,8,11,17,21,0,0,0,1
fl,12086007808,12086008419,0,0,0,0,0,0,0,0
fl,12086008309,12086008603,2,2,2,2,0,0,0,0
fl,12086008309,12099002701,9,12,18,22,0,0,0,2
fl,12086008314,12086004000,5,6,7,8,1,2,2,5
fl,12086008425,12086008421,0,0,0,0,0,0,0,0
fl,12086008428,12086003001,6,5,5,6,0,0,0,2
fl,12086008428,12099004500,6,8,14,18,0,0,0,1
fl,12086008601,12086010707,0,0,0,0,0,0,0,0
fl,12086008907,12011060303,0,0,1,2,0,0,0,1
fl,12086009015,12086009010,0,0,0,0,0,0,0,0
fl,12086009021,12086004704,2,2,2,2,0,0,0,0
fl,12086009027,12086004704,2,2,2,2,0,0,0,0
fl,12086009030,12086009010,0,0,0,0,0,0,0,0
fl,12086009049,12086001701,1,1,2,2,0,0,0,0
fl,12086009049,12086980500,1,1,1,1,0,0,0,1
fl,12086009052,12086981100,0,0,0,0,0,0,0,0
fl,12086009066,12086009010,0,0,0,0,0,0,0,0
fl,12086009200,12011070314,0,0,0,0,0,0,0,0
fl,12086009320,12086004000,4,4,5,5,1,1,1,2
fl,12086009703,12011070210,0,0,0,2,0,0,0,2
fl,12086009705,12086004103,1,1,1,1,0,0,0,0
fl,12086009810,12011090502,1,1,1,1,0,0,0,0
fl,12086009903,12011060125,11,14,14,15,0,0,0,4
fl,12086009907,12086003606,3,4,5,8,0,0,1,5
fl,12086010018,12086007805,0,0,0,0,0,0,0,0
fl,12086010026,12086981000,1,2,3,4,0,0,0,1
fl,12086010201,12086012001,1,1,1,1,0,0,0,0
fl,12086010205,12031002801,10,12,15,27,5,7,7,18
fl,12086010303,12086010301,0,0,0,0,0,0,0,0
fl,12086010400,12021010805,2,2,2,2,0,0,0,0
fl,12086010502,12086011409,0,0,0,0,0,0,0,0
fl,12086010609,12086010610,0,0,0,0,0,0,0,0
fl,12086010619,12086007610,0,0,0,0,0,0,0,0
fl,12086010620,12086004206,9,11,11,12,0,1,1,4
fl,12086010622,12086002702,4,5,5,6,0,0,0,3
fl,12086010622,12086003606,4,5,5,6,0,0,0,3
fl,12086010705,12086017902,1,2,2,2,0,0,0,1
fl,12086010709,12086008419,0,0,0,0,0,0,0,0
fl,12086010710,12086009040,0,0,0,0,0,0,0,0
fl,12086010805,12011060120,0,0,0,0,0,0,0,0
fl,12086010900,12086015501,0,0,0,0,0,0,0,0
fl,12086010900,12103021501,3,4,4,4,2,2,2,2
fl,12086011010,12086010207,0,0,0,0,0,0,0,0
fl,12086011014,12087970500,4,5,5,5,0,0,0,1
fl,12086011103,12086004103,12,14,14,15,0,1,1,4
fl,12086011203,12095017111,3,7,11,12,0,0,0,1
fl,12086011205,12086003001,7,6,6,7,0,0,0,2
fl,12086011409,12086009010,0,0,0,0,0,0,0,0
fl,12086011900,12086009102,0,0,0,0,0,0,0,0
fl,12086012103,12011070312,1,1,2,2,1,1,2,2
fl,12086012103,12031011901,9,11,14,26,5,7,7,18
fl,12086012402,12086000143,1,1,2,2,0,0,0,1
fl,12086012502,12086000903,0,0,0,0,0,0,0,0
fl,12086012601,12011110360,1,1,2,2,0,0,1,2
fl,12086012702,12099007622,2,3,6,9,0,0,0,1
fl,12086013000,12086000306,3,4,4,4,0,0,0,0
fl,12086013000,12086009065,0,0,0,0,0,0,0,0
fl,12086013100,12011070319,1,1,2,2,0,0,0,3
fl,12086013201,12086013202,0,0,0,0,0,0,0,0
fl,12086014200,12086012900,0,0,0,0,0,0,0,0
fl,12086015201,12086002702,0,0,0,0,0,0,0,0
fl,12086016200,12086009066,0,0,0,0,0,0,0,0
fl,12086017000,12117020601,3,5,7,8,0,0,0,5
fl,12086017300,12086009066,0,0,0,0,0,0,0,0
fl,12086017600,12086008904,1,1,1,1,0,0,0,0
fl,12086018002,12086008429,0,0,0,0,0,0,0,0
fl,12086018100,12086007104,3,4,4,4,0,0,0,1
fl,12086018700,12086003606,3,4,4,5,0,0,0,3
fl,12086018700,12086019301,1,2,2,2,0,0,0,0
fl,12086018801,12086008805,1,1,1,1,0,0,0,0
fl,12086018902,12086003704,4,5,5,6,1,1,1,4
fl,12086018902,12086008422,0,0,0,0,0,0,0,0
fl,12086018902,12086019100,0,0,0,0,0,0,0,0
fl,12086019000,12086000505,2,2,2,2,0,0,0,0
fl,12086019200,12086008904,0,0,0,0,0,0,0,0
fl,12086019502,12086014100,0,0,0,0,0,0,0,0
fl,12086019600,12086003606,3,4,4,5,0,0,0,3
fl,12086019902,12011080102,3,4,5,6,0,0,0,2
fl,12086020100,12086006203,1,2,2,2,0,0,0,1
fl,12086020300,12095017111,3,7,11,12,0,0,0,1
fl,12087971900,12086000126,12,14,17,18,2,2,2,8
fl,12087971900,12087972800,0,0,0,0,0,0,0,0
fl,12089050102,12089050204,0,0,0,0,0,0,0,0
fl,12089050305,12089050102,3,4,4,4,0,0,0,0
fl,12089050307,12031016725,2,6,6,7,1,2,2,2
fl,12089050308,12031014104,6,7,7,7,2,2,1,3
fl,12089050308,12031014415,5,5,5,6,2,2,1,2
fl,12089050310,12019030500,5,10,12,15,2,2,1,4
fl,12089050310,12089050102,2,2,2,2,0,0,0,0
fl,12089050401,12031016725,6,8,8,6,1,2,2,2
fl,12089050504,12031014428,2,3,3,3,0,0,0,0
fl,12089050505,12031014203,8,12,12,10,1,2,2,3
fl,12089050505,12069030407,8,12,12,11,1,2,2,4
fl,12089050508,12031012100,1,2,2,1,0,0,0,0
fl,12091020101,12091023308,5,7,7,8,4,6,6,8
fl,12091020400,12033001402,12,14,17,20,3,3,3,7
fl,12091020500,12131950501,9,9,11,14,1,1,3,5
fl,12091020601,12091020400,2,2,2,2,0,0,0,0
fl,12091020602,12091023303,6,9,9,10,4,6,6,8
fl,12091021102,12091022300,1,4,4,5,1,1,1,4
fl,12091021501,12091023307,4,5,5,5,1,2,3,5
fl,12091021902,12091020400,5,9,10,10,0,0,0,1
fl,12091022700,12091021801,2,3,4,4,0,0,0,1
fl,12093910201,12043000300,3,3,3,3,2,2,2,2
fl,12095010201,12095018902,0,0,0,0,0,0,0,0
fl,12095011701,12095014606,1,1,1,1,0,0,0,0
fl,12095012303,12086980500,2,3,3,3,0,0,0,2
fl,12095012305,12095016302,2,2,2,3,0,0,0,1
fl,12095012305,12095018000,1,3,2,2,0,0,0,1
fl,12095012306,12069030915,0,0,0,0,0,0,0,0
fl,12095012306,12083001900,1,3,3,5,0,0,0,3
fl,12095012307,12127080600,4,7,7,7,2,3,2,1
fl,12095012403,12095014703,1,1,1,1,0,0,0,0
fl,12095013300,12095017001,2,2,2,2,0,0,0,0
fl,12095013512,12097041600,2,3,5,6,0,0,0,0
fl,12095013513,12095015802,2,2,3,3,0,0,0,1
fl,12095013604,12095016902,2,2,2,2,0,0,0,2
fl,12095013606,12095013507,0,0,0,0,0,0,0,0
fl,12095014302,12095014000,2,2,2,2,0,0,0,0
fl,12095014601,12095010300,0,0,0,0,0,0,0,0
fl,12095014705,12095017110,1,1,2,2,1,1,1,1
fl,12095014706,12021010215,21,29,34,38,0,0,0,6
fl,12095014811,12095012900,0,0,1,1,0,0,0,0
fl,12095014811,12095014703,0,0,0,0,0,0,0,0
fl,12095014812,12095015203,2,3,3,3,0,0,0,0
fl,12095014812,12105011300,4,5,6,6,0,0,0,0
fl,12095014814,12095013801,0,0,0,0,0,0,0,0
fl,12095015003,12095017001,4,4,5,5,0,0,0,2
fl,12095015006,12095016902,0,0,0,0,0,0,0,0
fl,12095015202,12095017011,1,2,2,2,0,0,0,0
fl,12095015801,12117021504,6,6,6,6,0,0,0,0
fl,12095015901,12095016741,1,1,1,1,0,0,0,0
fl,12095016301,12095015203,2,3,3,3,0,0,0,1
fl,12095016406,12095016902,0,0,0,0,0,0,0,0
fl,12095016407,12095014805,5,5,5,5,0,0,0,0
fl,12095016407,12095018901,3,3,3,3,0,0,0,1
fl,12095016411,12095016741,0,1,1,1,0,0,0,1
fl,12095016513,12095016728,1,1,1,1,0,0,0,1
fl,12095016513,12103027207,7,9,11,12,0,0,0,1
fl,12095016709,12095016802,0,0,0,0,0,0,0,0
fl,12095016714,12009068601,2,2,4,3,1,1,2,2
fl,12095016716,12086013100,4,7,9,9,0,0,0,5
fl,12095016723,12095016724,2,2,2,2,0,0,0,0
fl,12095016735,12127090307,2,3,5,5,2,3,2,4
fl,12095016736,12057012213,5,6,7,8,0,0,0,2
fl,12095016747,12095016604,2,2,2,2,0,0,0,0
fl,12095016748,12095016503,0,1,1,1,0,1,1,1
fl,12095016748,12127080808,2,5,6,6,2,3,2,2
fl,12095016749,12057012109,5,6,7,7,1,1,1,4
fl,12095016750,12057011418,10,13,14,14,0,0,0,0
fl,12095016750,12095017503,2,4,5,5,0,0,0,1
fl,12095016750,12095017703,2,4,5,5,0,0,0,1
fl,12095016750,12095018300,0,0,0,0,0,0,0,0
fl,12095016751,12095015203,6,9,9,10,0,0,0,1
fl,12095016751,12095016503,1,2,2,3,0,0,0,2
fl,12095016756,12095018500,3,3,3,3,0,0,0,0
fl,12095016756,12095018902,2,4,5,6,0,0,0,1
fl,12095016802,12011080406,4,5,6,7,0,0,0,1
fl,12095016802,12069031319,2,2,3,3,0,0,0,0
fl,12095016802,12095017110,1,1,1,1,1,1,1,1
fl,12095016810,12095016802,0,0,0,0,0,0,0,0
fl,12095016811,12095017110,1,1,1,1,1,1,1,1
fl,12095016907,12117021307,4,4,4,4,0,0,0,0
fl,12095016911,12095017022,0,0,1,1,0,0,0,0
fl,12095016911,12095018500,1,1,1,1,0,0,0,1
fl,12095017022,12095016735,0,0,0,0,0,0,0,0
fl,12095017108,12095016803,0,0,0,0,0,0,0,0
fl,12095017111,12095017110,1,1,1,1,1,1,1,1
fl,12095017113,12095017110,0,0,0,0,0,0,0,0
fl,12095017114,12086006719,3,4,6,13,0,0,1,6
fl,12095017114,12095014812,0,1,1,2,0,0,0,2
fl,12095017114,12095017024,0,0,1,1,0,0,0,0
fl,12095017116,12095017118,0,0,0,0,0,0,0,0
fl,12095017117,12095017116,0,0,0,0,0,0,0,0
fl,12095017118,12095018902,1,1,1,2,0,0,0,0
fl,12095017120,12095014606,2,3,3,4,0,0,0,3
fl,12095017123,12095017110,1,1,2,2,1,1,1,1
fl,12095017200,12095017111,2,2,2,2,0,0,0,0
fl,12095017302,12095017110,1,1,1,1,0,0,0,0
fl,12095017401,12091021802,42,52,51,51,1,1,1,8
fl,12095017402,12095014904,2,3,3,4,0,0,0,1
fl,12095017503,12095017506,0,0,0,0,0,0,0,0
fl,12095017504,12033001402,18,25,29,35,2,2,2,12
fl,12095017504,12095014701,0,0,0,0,0,0,0,0
fl,12095017504,12095017110,7,9,9,11,0,0,0,0
fl,12095017505,12095017001,3,3,3,3,0,0,0,0
fl,12095017506,12009060302,7,7,7,7,0,0,0,0
fl,12095017506,12095012800,4,4,4,4,0,0,0,1
fl,12095017506,12095017108,6,8,8,10,2,2,2,2
fl,12095017600,12095017505,2,2,2,2,0,0,0,0
fl,12095017702,12095017011,4,4,4,4,0,0,0,1
fl,12095017703,12095015901,1,3,2,2,0,0,0,1
fl,12095017808,12117020704,1,2,3,3,0,0,0,2
fl,12095017811,12086009305,0,0,0,2,0,0,0,2
fl,12095017811,12117021705,3,3,4,5,0,0,0,2
fl,12095017813,12095016406,7,8,9,9,0,0,0,1
fl,12095017901,12011110349,3,6,7,9,0,0,0,2
fl,12095017902,12095016406,6,7,8,9,0,0,0,1
fl,12095018000,12117021901,3,3,5,6,0,0,0,1
fl,12095018201,12095018700,3,3,3,4,0,0,0,0
fl,12095018202,12095015103,0,0,1,1,0,0,0,1
fl,12095018500,12001000302,1,1,1,1,0,0,0,0
fl,12095018700,12095018901,0,0,0,0,0,0,0,0
fl,12095018800,12115001404,4,5,6,7,0,0,0,2
fl,12095018901,12095015901,2,4,4,4,0,0,0,1
fl,12095019000,12095011200,0,0,0,0,0,0,0,0
fl,12097040811,12095017110,1,2,2,2,0,0,0,0
fl,12097040904,12095016802,3,5,5,6,0,0,0,1
fl,12097040904,12095017022,2,3,4,4,0,0,0,0
fl,12097041006,12095014606,4,9,9,11,0,0,0,0
fl,12097041502,12095017004,2,5,5,7,0,0,0,2
fl,12097041600,12095017402,1,2,2,2,0,0,0,1
fl,12097042000,12095017110,2,2,3,3,1,1,1,1
fl,12097042000,12097042901,0,0,0,1,0,0,0,1
fl,12097042201,12097042500,0,0,0,1,0,0,0,1
fl,12097042400,12095017110,3,3,3,4,1,1,1,1
fl,12097042400,12099007763,4,4,5,6,0,0,0,1
fl,12097042500,12109021301,9,12,14,16,6,8,7,10
fl,12097042601,12097042800,0,0,0,0,0,0,0,0
fl,12097042603,12097041004,4,4,5,5,0,0,0,1
fl,12097042800,12095018700,4,4,5,6,0,0,0,1
fl,12097042902,12097042300,0,3,4,5,0,0,0,1
fl,12097042904,12095018901,1,1,1,1,0,0,0,0
fl,12097043304,12095013201,2,3,4,5,0,0,0,1
fl,12099000104,12057011528,4,10,14,18,1,1,2,9
fl,12099000202,12061050401,4,7,10,11,1,1,2,6
fl,12099000214,12099004300,1,1,1,1,0,0,0,0
fl,12099000303,12099000410,1,1,1,1,0,0,0,0
fl,12099000902,12099003400,1,3,3,3,0,0,0,0
fl,12099000904,12099000902,0,0,0,0,0,0,0,0
fl,12099001004,12099004010,1,1,1,1,0,0,0,0
fl,12099001101,12099001402,0,1,1,1,0,0,0,0
fl,12099001801,12099002200,0,0,0,0,0,0,0,0
fl,12099001904,12099001003,2,2,3,3,1,1,1,1
fl,12099001918,12099000902,2,2,2,2,1,1,1,1
fl,12099001920,12099003513,6,7,8,8,1,1,1,1
fl,12099002100,12099000202,4,6,7,7,0,0,0,4
fl,12099002800,12011070330,5,6,10,15,0,0,0,6
fl,12099002800,12019030303,12,15,18,29,6,8,9,20
fl,12099003101,12103027202,3,8,13,16,1,1,2,8
fl,12099003400,12099003514,1,1,1,1,1,1,1,1
fl,12099003801,12099006910,1,1,1,2,0,0,0,1
fl,12099003901,12099005821,0,0,1,1,0,0,0,0
fl,12099004011,12011040701,3,4,4,5,0,0,0,0
fl,12099004205,12099002703,1,1,1,1,0,0,0,1
fl,12099004207,12099003600,4,4,4,4,1,1,1,2
fl,12099004401,12099002005,2,2,2,2,2,2,2,2
fl,12099004402,12099006906,1,2,1,2,1,1,1,2
fl,12099004500,12011020104,1,1,1,3,0,0,0,2
fl,12099004500,12103021501,11,12,12,13,2,2,3,8
fl,12099004810,12099003512,4,4,5,5,1,1,1,1
